Period from,Period to,Agile Import price (p/kWh),Agile Export price (p/kWh)
01/07/2024 09:00,01/07/2024 09:30,18.98,9.28
01/07/2024 09:30,01/07/2024 10:00,18.77,9.18
01/07/2024 10:00,01/07/2024 10:30,18.27,8.96
01/07/2024 10:30,01/07/2024 11:00,16.97,8.38
01/07/2024 11:00,01/07/2024 11:30,18.31,8.98
01/07/2024 11:30,01/07/2024 12:00,18.00,8.84
01/07/2024 12:00,01/07/2024 12:30,18.09,8.88
01/07/2024 12:30,01/07/2024 13:00,17.22,8.49
01/07/2024 13:00,01/07/2024 13:30,15.54,7.74
01/07/2024 13:30,01/07/2024 14:00,15.33,7.64
01/07/2024 14:00,01/07/2024 14:30,15.04,7.51
01/07/2024 14:30,01/07/2024 15:00,14.70,7.36
01/07/2024 15:00,01/07/2024 15:30,13.50,6.82
01/07/2024 15:30,01/07/2024 16:00,14.07,7.08
01/07/2024 16:00,01/07/2024 16:30,28.92,13.41
01/07/2024 16:30,01/07/2024 17:00,30.28,14.02
01/07/2024 17:00,01/07/2024 17:30,30.06,13.93
01/07/2024 17:30,01/07/2024 18:00,31.02,14.35
01/07/2024 18:00,01/07/2024 18:30,33.23,15.35
01/07/2024 18:30,01/07/2024 19:00,33.15,15.31
01/07/2024 19:00,01/07/2024 19:30,19.53,9.52
01/07/2024 19:30,01/07/2024 20:00,18.92,9.25
01/07/2024 20:00,01/07/2024 20:30,19.53,9.52
01/07/2024 20:30,01/07/2024 21:00,18.14,8.90
01/07/2024 21:00,01/07/2024 21:30,18.15,8.90
01/07/2024 21:30,01/07/2024 22:00,17.26,8.51
01/07/2024 22:00,01/07/2024 22:30,17.85,8.77
01/07/2024 22:30,01/07/2024 23:00,15.39,7.67
