PeriodFrom,PeriodTo,CarbonIntensity,CarbonIntensityRolling,Asset_load,New_asset_load,New_asset_load_rolling
2024-06-27 02:30:00,2024-06-27 03:00:00,193,235.07,1,1,0.91
2024-06-27 03:00:00,2024-06-27 03:30:00,198,234.81,1,1,0.91
2024-06-27 03:30:00,2024-06-27 04:00:00,211,234.68,1,1,0.91
2024-06-27 04:00:00,2024-06-27 04:30:00,210,234.51,1,1,0.91
2024-06-27 04:30:00,2024-06-27 05:00:00,211,234.23,1,1,0.91
2024-06-27 05:00:00,2024-06-27 05:30:00,208,233.86,1,1,0.92
2024-06-27 05:30:00,2024-06-27 06:00:00,203,233.28,1,1,0.92
2024-06-27 06:00:00,2024-06-27 06:30:00,208,232.65,1,1,0.92
2024-06-27 06:30:00,2024-06-27 07:00:00,192,231.82,1,1,0.92
2024-06-27 07:00:00,2024-06-27 07:30:00,182,230.94,1,1,0.92
2024-06-27 07:30:00,2024-06-27 08:00:00,163,230.0,1,1,0.92
2024-06-27 08:00:00,2024-06-27 08:30:00,144,228.9,1,1,0.92
2024-06-27 08:30:00,2024-06-27 09:00:00,139,227.83,1,1,0.92
2024-06-27 09:00:00,2024-06-27 09:30:00,119,226.68,1,1,0.92
2024-06-27 09:30:00,2024-06-27 10:00:00,110,225.51,1,1,0.92
2024-06-27 10:00:00,2024-06-27 10:30:00,109,224.33,1,1,0.93
2024-06-27 10:30:00,2024-06-27 11:00:00,107,223.23,1,1,0.93
2024-06-27 11:00:00,2024-06-27 11:30:00,88,222.09,1,1,0.93
2024-06-27 11:30:00,2024-06-27 12:00:00,81,221.01,1,1,0.93
2024-06-27 12:00:00,2024-06-27 12:30:00,79,219.95,1,1,0.93
2024-06-27 12:30:00,2024-06-27 13:00:00,87,218.99,1,1,0.93
2024-06-27 13:00:00,2024-06-27 13:30:00,87,218.01,1,1,0.93
2024-06-27 13:30:00,2024-06-27 14:00:00,89,217.04,1,1,0.93
2024-06-27 14:00:00,2024-06-27 14:30:00,89,216.06,1,1,0.93
2024-06-27 14:30:00,2024-06-27 15:00:00,91,215.02,1,1,0.93
2024-06-27 15:00:00,2024-06-27 15:30:00,100,214.06,1,1,0.94
2024-06-27 15:30:00,2024-06-27 16:00:00,112,213.24,1,1,0.94
2024-06-27 16:00:00,2024-06-27 16:30:00,123,212.47,1,1,0.94
2024-06-27 16:30:00,2024-06-27 17:00:00,130,211.74,1,1,0.94
2024-06-27 17:00:00,2024-06-27 17:30:00,140,211.04,1,1,0.94
2024-06-27 17:30:00,2024-06-27 18:00:00,147,210.28,1,1,0.94
2024-06-27 18:00:00,2024-06-27 18:30:00,149,209.46,1,1,0.94
2024-06-27 18:30:00,2024-06-27 19:00:00,150,208.5,1,1,0.94
2024-06-27 19:00:00,2024-06-27 19:30:00,155,207.53,1,1,0.94
2024-06-27 19:30:00,2024-06-27 20:00:00,158,206.57,1,1,0.94
2024-06-27 20:00:00,2024-06-27 20:30:00,158,205.6,1,1,0.95
2024-06-27 20:30:00,2024-06-27 21:00:00,151,204.52,1,1,0.95
2024-06-27 21:00:00,2024-06-27 21:30:00,133,203.19,1,1,0.95
2024-06-27 21:30:00,2024-06-27 22:00:00,125,201.77,1,1,0.95
2024-06-27 22:00:00,2024-06-27 22:30:00,111,200.16,1,1,0.95
2024-06-27 22:30:00,2024-06-27 23:00:00,115,198.57,1,1,0.95
2024-06-27 23:00:00,2024-06-27 23:30:00,108,196.95,1,1,0.95
2024-06-27 23:30:00,2024-06-28 00:00:00,115,195.49,1,1,0.95
2024-06-27 23:30:00,2024-06-28 00:00:00,115,194.04,1,1,0.95
2024-06-28 00:00:00,2024-06-28 00:30:00,111,192.5,1,1,0.95
2024-06-28 00:30:00,2024-06-28 01:00:00,107,190.82,1,1,0.96
2024-06-28 01:00:00,2024-06-28 01:30:00,103,189.08,1,1,0.96
2024-06-28 01:30:00,2024-06-28 02:00:00,92,187.26,1,1,0.96
2024-06-28 02:00:00,2024-06-28 02:30:00,95,185.52,1,1,0.96
2024-06-28 02:30:00,2024-06-28 03:00:00,97,183.77,1,1,0.96
2024-06-28 03:00:00,2024-06-28 03:30:00,97,182.1,1,1,0.96
2024-06-28 03:30:00,2024-06-28 04:00:00,107,180.52,1,1,0.96
2024-06-28 04:00:00,2024-06-28 04:30:00,123,179.08,1,1,0.96
2024-06-28 04:30:00,2024-06-28 05:00:00,125,177.65,1,1,0.96
2024-06-28 05:00:00,2024-06-28 05:30:00,132,176.27,1,1,0.96
2024-06-28 05:30:00,2024-06-28 06:00:00,127,174.8,1,1,0.97
2024-06-28 06:00:00,2024-06-28 06:30:00,132,173.39,1,1,0.97
2024-06-28 06:30:00,2024-06-28 07:00:00,137,172.01,1,1,0.97
2024-06-28 07:00:00,2024-06-28 07:30:00,133,170.79,1,1,0.97
2024-06-28 07:30:00,2024-06-28 08:00:00,117,169.46,1,1,0.97
2024-06-28 08:00:00,2024-06-28 08:30:00,119,168.34,1,1,0.97
2024-06-28 08:30:00,2024-06-28 09:00:00,109,167.19,1,1,0.97
2024-06-28 09:00:00,2024-06-28 09:30:00,110,166.21,1,1,0.97
2024-06-28 09:30:00,2024-06-28 10:00:00,99,165.08,1,1,0.97
2024-06-28 10:00:00,2024-06-28 10:30:00,98,164.03,1,2,0.98
2024-06-28 10:30:00,2024-06-28 11:00:00,94,163.01,1,1,0.99
2024-06-28 11:00:00,2024-06-28 11:30:00,93,162.01,1,1,0.99
2024-06-28 11:30:00,2024-06-28 12:00:00,94,161.1,1,1,0.99
2024-06-28 12:00:00,2024-06-28 12:30:00,92,160.1,1,1,0.99
2024-06-28 12:30:00,2024-06-28 13:00:00,100,159.34,1,1,0.99
2024-06-28 13:00:00,2024-06-28 13:30:00,100,158.54,1,1,0.99
2024-06-28 13:30:00,2024-06-28 14:00:00,99,157.79,1,1,0.99
2024-06-28 14:00:00,2024-06-28 14:30:00,101,156.93,1,1,0.99
2024-06-28 14:30:00,2024-06-28 15:00:00,101,156.1,1,1,0.99
2024-06-28 15:00:00,2024-06-28 15:30:00,122,155.27,1,2,1.0
2024-06-28 15:30:00,2024-06-28 16:00:00,134,154.55,1,1,1.01
2024-06-28 16:00:00,2024-06-28 16:30:00,141,153.69,1,1,1.01
2024-06-28 16:30:00,2024-06-28 17:00:00,139,152.76,1,1,1.01
2024-06-28 17:00:00,2024-06-28 17:30:00,167,151.79,1,1,1.01
2024-06-28 17:30:00,2024-06-28 18:00:00,184,151.06,1,1,1.01
2024-06-28 18:00:00,2024-06-28 18:30:00,208,150.37,1,1,1.01
2024-06-28 18:30:00,2024-06-28 19:00:00,219,149.73,1,1,1.01
2024-06-28 19:00:00,2024-06-28 19:30:00,224,149.03,1,1,1.01
2024-06-28 19:30:00,2024-06-28 20:00:00,236,148.4,1,1,1.01
2024-06-28 20:00:00,2024-06-28 20:30:00,237,147.77,1,2,1.02
2024-06-28 20:30:00,2024-06-28 21:00:00,234,147.06,1,1,1.03
2024-06-28 21:00:00,2024-06-28 21:30:00,241,146.55,1,1,1.03
2024-06-28 21:30:00,2024-06-28 22:00:00,242,146.02,1,1,1.03
2024-06-28 22:00:00,2024-06-28 22:30:00,236,145.5,1,1,1.03
2024-06-28 22:30:00,2024-06-28 23:00:00,232,145.09,1,1,1.03
2024-06-28 23:00:00,2024-06-28 23:30:00,213,144.65,1,1,1.03
2024-06-28 23:30:00,2024-06-29 00:00:00,211,144.44,1,1,1.03
2024-06-29 00:00:00,2024-06-29 00:30:00,200,144.31,1,2,1.04
2024-06-29 00:30:00,2024-06-29 01:00:00,198,144.37,1,1,1.04
2024-06-29 01:00:00,2024-06-29 01:30:00,190,144.44,1,1,1.04
2024-06-29 01:30:00,2024-06-29 02:00:00,184,144.48,1,1,1.04
2024-06-29 02:00:00,2024-06-29 02:30:00,195,144.62,1,1,1.04
2024-06-29 02:30:00,2024-06-29 03:00:00,201,144.91,1,1,1.04
2024-06-29 03:00:00,2024-06-29 03:30:00,189,144.96,1,1,1.04
2024-06-29 03:30:00,2024-06-29 04:00:00,189,145.03,1,1,1.04
2024-06-29 04:00:00,2024-06-29 04:30:00,184,144.94,1,1,1.04
2024-06-29 04:30:00,2024-06-29 05:00:00,165,144.61,1,1,1.04
2024-06-29 05:00:00,2024-06-29 05:30:00,162,144.12,1,1,1.04
2024-06-29 05:30:00,2024-06-29 06:00:00,145,143.47,1,1,1.04
2024-06-29 06:00:00,2024-06-29 06:30:00,149,142.85,1,2,1.05
2024-06-29 06:30:00,2024-06-29 07:00:00,151,142.28,1,1,1.05
2024-06-29 07:00:00,2024-06-29 07:30:00,158,141.83,1,1,1.05
2024-06-29 07:30:00,2024-06-29 08:00:00,156,141.31,1,1,1.05
2024-06-29 08:00:00,2024-06-29 08:30:00,156,140.95,1,1,1.05
2024-06-29 08:30:00,2024-06-29 09:00:00,151,140.64,1,1,1.05
2024-06-29 09:00:00,2024-06-29 09:30:00,134,140.35,1,1,1.05
2024-06-29 09:30:00,2024-06-29 10:00:00,121,140.12,1,1,1.05
2024-06-29 10:00:00,2024-06-29 10:30:00,112,139.85,1,1,1.05
2024-06-29 10:30:00,2024-06-29 11:00:00,103,139.69,1,1,1.05
2024-06-29 11:00:00,2024-06-29 11:30:00,101,139.6,1,2,1.06
2024-06-29 11:30:00,2024-06-29 12:00:00,95,139.46,1,1,1.06
2024-06-29 12:00:00,2024-06-29 12:30:00,91,139.3,1,8,1.13
2024-06-29 12:30:00,2024-06-29 13:00:00,97,139.39,1,1,1.13
2024-06-29 13:00:00,2024-06-29 13:30:00,100,139.58,1,1,1.13
2024-06-29 13:30:00,2024-06-29 14:00:00,104,139.83,1,1,1.13
2024-06-29 14:00:00,2024-06-29 14:30:00,125,140.21,1,1,1.13
2024-06-29 14:30:00,2024-06-29 15:00:00,142,140.76,1,1,1.13
2024-06-29 15:00:00,2024-06-29 15:30:00,179,141.66,1,1,1.13
2024-06-29 15:30:00,2024-06-29 16:00:00,233,143.1,1,1,1.13
2024-06-29 16:00:00,2024-06-29 16:30:00,256,144.75,1,1,1.13
2024-06-29 16:30:00,2024-06-29 17:00:00,274,146.49,1,1,1.13
2024-06-29 17:00:00,2024-06-29 17:30:00,277,148.14,1,1,1.13
2024-06-29 17:30:00,2024-06-29 18:00:00,275,149.66,1,1,1.13
2024-06-29 18:00:00,2024-06-29 18:30:00,280,151.16,1,1,1.13
2024-06-29 18:30:00,2024-06-29 19:00:00,278,152.54,1,1,1.13
2024-06-29 19:00:00,2024-06-29 19:30:00,280,153.87,1,1,1.13
2024-06-29 19:30:00,2024-06-29 20:00:00,282,155.2,1,1,1.13
2024-06-29 20:00:00,2024-06-29 20:30:00,289,156.59,1,1,1.13
2024-06-29 20:30:00,2024-06-29 21:00:00,283,157.87,1,1,1.13
2024-06-29 21:00:00,2024-06-29 21:30:00,265,158.94,1,1,1.13
2024-06-29 21:30:00,2024-06-29 22:00:00,237,159.73,1,1,1.13
2024-06-29 22:00:00,2024-06-29 22:30:00,208,160.3,1,1,1.13
2024-06-29 22:30:00,2024-06-29 23:00:00,208,161.05,1,1,1.13
2024-06-29 23:00:00,2024-06-29 23:30:00,192,161.72,1,1,1.13
2024-06-29 23:30:00,2024-06-30 00:00:00,187,162.48,1,1,1.13
2024-06-30 00:00:00,2024-06-30 00:30:00,177,163.1,1,1,1.13
2024-06-30 00:30:00,2024-06-30 01:00:00,182,163.84,1,1,1.13
2024-06-30 01:00:00,2024-06-30 01:30:00,183,164.52,1,1,1.13
2024-06-30 01:30:00,2024-06-30 02:00:00,193,165.3,1,1,1.13
2024-06-30 02:00:00,2024-06-30 02:30:00,189,166.08,1,1,1.13
2024-06-30 02:30:00,2024-06-30 03:00:00,183,166.84,1,1,1.13
2024-06-30 03:00:00,2024-06-30 03:30:00,179,167.6,1,1,1.13
2024-06-30 03:30:00,2024-06-30 04:00:00,171,168.39,1,1,1.13
2024-06-30 04:00:00,2024-06-30 04:30:00,170,169.14,1,1,1.13
2024-06-30 04:30:00,2024-06-30 05:00:00,175,169.92,1,1,1.13
2024-06-30 05:00:00,2024-06-30 05:30:00,175,170.7,1,1,1.13
2024-06-30 05:30:00,2024-06-30 06:00:00,181,171.44,1,1,1.13
2024-06-30 06:00:00,2024-06-30 06:30:00,164,171.85,1,1,1.13
2024-06-30 06:30:00,2024-06-30 07:00:00,150,172.1,1,1,1.13
2024-06-30 07:00:00,2024-06-30 07:30:00,147,172.25,1,1,1.13
2024-06-30 07:30:00,2024-06-30 08:00:00,143,172.41,1,1,1.13
2024-06-30 08:00:00,2024-06-30 08:30:00,142,172.51,1,1,1.13
2024-06-30 08:30:00,2024-06-30 09:00:00,141,172.55,1,1,1.13
2024-06-30 09:00:00,2024-06-30 09:30:00,146,172.68,1,1,1.13
2024-06-30 09:30:00,2024-06-30 10:00:00,141,172.92,1,1,1.13
2024-06-30 10:00:00,2024-06-30 10:30:00,141,173.14,1,1,1.13
2024-06-30 10:30:00,2024-06-30 11:00:00,131,173.36,1,1,1.13
2024-06-30 11:00:00,2024-06-30 11:30:00,131,173.57,1,1,1.13
2024-06-30 11:30:00,2024-06-30 12:00:00,135,173.93,1,1,1.13
2024-06-30 12:00:00,2024-06-30 12:30:00,136,174.31,1,1,1.12
2024-06-30 12:30:00,2024-06-30 13:00:00,139,174.76,1,1,1.12
2024-06-30 13:00:00,2024-06-30 13:30:00,147,175.3,1,1,1.12
2024-06-30 13:30:00,2024-06-30 14:00:00,169,176.05,1,1,1.12
2024-06-30 14:00:00,2024-06-30 14:30:00,181,176.94,1,1,1.12
2024-06-30 14:30:00,2024-06-30 15:00:00,204,177.98,1,1,1.12
2024-06-30 15:00:00,2024-06-30 15:30:00,219,179.17,1,1,1.12
2024-06-30 15:30:00,2024-06-30 16:00:00,250,180.68,1,1,1.12
2024-06-30 16:00:00,2024-06-30 16:30:00,261,182.28,1,1,1.12
2024-06-30 16:30:00,2024-06-30 17:00:00,265,183.92,1,1,1.12
2024-06-30 17:00:00,2024-06-30 17:30:00,248,185.18,1,1,1.11
2024-06-30 17:30:00,2024-06-30 18:00:00,248,186.32,1,1,1.11
2024-06-30 18:00:00,2024-06-30 18:30:00,253,187.44,1,1,1.11
2024-06-30 18:30:00,2024-06-30 19:00:00,268,188.73,1,1,1.11
2024-06-30 19:00:00,2024-06-30 19:30:00,273,189.79,1,1,1.11
2024-06-30 19:30:00,2024-06-30 20:00:00,280,190.75,1,1,1.11
2024-06-30 20:00:00,2024-06-30 20:30:00,276,191.43,1,1,1.11
2024-06-30 20:30:00,2024-06-30 21:00:00,275,191.99,1,1,1.11
2024-06-30 21:00:00,2024-06-30 21:30:00,262,192.37,1,1,1.11
2024-06-30 21:30:00,2024-06-30 22:00:00,252,192.53,1,1,1.11
2024-06-30 22:00:00,2024-06-30 22:30:00,238,192.54,1,1,1.1
2024-06-30 22:30:00,2024-06-30 23:00:00,226,192.46,1,1,1.1
2024-06-30 23:00:00,2024-06-30 23:30:00,217,192.22,1,1,1.1
2024-06-30 23:30:00,2024-07-01 00:00:00,219,191.99,1,1,1.1
