PeriodFrom,PeriodTo,CarbonIntensity
2024-06-12T19:00Z,2024-06-12T19:30Z,336
2024-06-12T19:30Z,2024-06-12T20:00Z,340
2024-06-12T20:00Z,2024-06-12T20:30Z,336
2024-06-12T20:30Z,2024-06-12T21:00Z,343
2024-06-12T21:00Z,2024-06-12T21:30Z,339
2024-06-12T21:30Z,2024-06-12T22:00Z,331
2024-06-12T22:00Z,2024-06-12T22:30Z,326
2024-06-12T22:30Z,2024-06-12T23:00Z,322
2024-06-12T23:00Z,2024-06-12T23:30Z,316
2024-06-12T23:30Z,2024-06-13T00:00Z,294
2024-06-13T00:00Z,2024-06-13T00:30Z,293
2024-06-13T00:30Z,2024-06-13T01:00Z,297
2024-06-13T01:00Z,2024-06-13T01:30Z,271
2024-06-13T01:30Z,2024-06-13T02:00Z,293
2024-06-13T02:00Z,2024-06-13T02:30Z,296
2024-06-13T02:30Z,2024-06-13T03:00Z,302
2024-06-13T03:00Z,2024-06-13T03:30Z,299
2024-06-13T03:30Z,2024-06-13T04:00Z,298
2024-06-13T04:00Z,2024-06-13T04:30Z,302
2024-06-13T04:30Z,2024-06-13T05:00Z,278
2024-06-13T05:00Z,2024-06-13T05:30Z,300
2024-06-13T05:30Z,2024-06-13T06:00Z,302
2024-06-13T06:00Z,2024-06-13T06:30Z,289
2024-06-13T06:30Z,2024-06-13T07:00Z,267
2024-06-13T07:00Z,2024-06-13T07:30Z,239
2024-06-13T07:30Z,2024-06-13T08:00Z,225
2024-06-13T08:00Z,2024-06-13T08:30Z,208
2024-06-13T08:30Z,2024-06-13T09:00Z,200
2024-06-13T09:00Z,2024-06-13T09:30Z,179
2024-06-13T09:30Z,2024-06-13T10:00Z,160
2024-06-13T10:00Z,2024-06-13T10:30Z,124
2024-06-13T10:30Z,2024-06-13T11:00Z,99
2024-06-13T11:00Z,2024-06-13T11:30Z,96
2024-06-13T11:30Z,2024-06-13T12:00Z,94
2024-06-13T12:00Z,2024-06-13T12:30Z,158
2024-06-13T12:30Z,2024-06-13T13:00Z,147
2024-06-13T13:00Z,2024-06-13T13:30Z,142
2024-06-13T13:30Z,2024-06-13T14:00Z,95
2024-06-13T14:00Z,2024-06-13T14:30Z,99
2024-06-13T14:30Z,2024-06-13T15:00Z,99
2024-06-13T15:00Z,2024-06-13T15:30Z,103
2024-06-13T15:30Z,2024-06-13T16:00Z,146
2024-06-13T16:00Z,2024-06-13T16:30Z,156
2024-06-13T16:30Z,2024-06-13T17:00Z,159
2024-06-13T17:00Z,2024-06-13T17:30Z,148
2024-06-13T17:30Z,2024-06-13T18:00Z,145
2024-06-13T18:00Z,2024-06-13T18:30Z,137
2024-06-13T18:30Z,2024-06-13T19:00Z,140
2024-06-13T19:00Z,2024-06-13T19:30Z,136
2024-06-13T19:30Z,2024-06-13T20:00Z,128
2024-06-13T20:00Z,2024-06-13T20:30Z,106
2024-06-13T20:30Z,2024-06-13T21:00Z,111
2024-06-13T21:00Z,2024-06-13T21:30Z,95
2024-06-13T21:30Z,2024-06-13T22:00Z,73
2024-06-13T22:00Z,2024-06-13T22:30Z,67
2024-06-13T22:30Z,2024-06-13T23:00Z,70
2024-06-13T23:00Z,2024-06-13T23:30Z,69
2024-06-13T23:30Z,2024-06-14T00:00Z,80
2024-06-14T00:00Z,2024-06-14T00:30Z,85
2024-06-14T00:30Z,2024-06-14T01:00Z,96
2024-06-14T01:00Z,2024-06-14T01:30Z,94
2024-06-14T01:30Z,2024-06-14T02:00Z,90
2024-06-14T02:00Z,2024-06-14T02:30Z,89
2024-06-14T02:30Z,2024-06-14T03:00Z,88
2024-06-14T03:00Z,2024-06-14T03:30Z,90
2024-06-14T03:30Z,2024-06-14T04:00Z,89
2024-06-14T04:00Z,2024-06-14T04:30Z,95
2024-06-14T04:30Z,2024-06-14T05:00Z,102
2024-06-14T05:00Z,2024-06-14T05:30Z,126
2024-06-14T05:30Z,2024-06-14T06:00Z,121
2024-06-14T06:00Z,2024-06-14T06:30Z,124
2024-06-14T06:30Z,2024-06-14T07:00Z,113
2024-06-14T07:00Z,2024-06-14T07:30Z,123
2024-06-14T07:30Z,2024-06-14T08:00Z,125
2024-06-14T08:00Z,2024-06-14T08:30Z,126
2024-06-14T08:30Z,2024-06-14T09:00Z,122
2024-06-14T09:00Z,2024-06-14T09:30Z,118
2024-06-14T09:30Z,2024-06-14T10:00Z,126
2024-06-14T10:00Z,2024-06-14T10:30Z,129
2024-06-14T10:30Z,2024-06-14T11:00Z,118
2024-06-14T11:00Z,2024-06-14T11:30Z,102
2024-06-14T11:30Z,2024-06-14T12:00Z,87
2024-06-14T12:00Z,2024-06-14T12:30Z,89
2024-06-14T12:30Z,2024-06-14T13:00Z,90
2024-06-14T13:00Z,2024-06-14T13:30Z,83
2024-06-14T13:30Z,2024-06-14T14:00Z,87
2024-06-14T14:00Z,2024-06-14T14:30Z,98
2024-06-14T14:30Z,2024-06-14T15:00Z,103
2024-06-14T15:00Z,2024-06-14T15:30Z,115
2024-06-14T15:30Z,2024-06-14T16:00Z,134
2024-06-14T16:00Z,2024-06-14T16:30Z,157
2024-06-14T16:30Z,2024-06-14T17:00Z,187
2024-06-14T17:00Z,2024-06-14T17:30Z,213
2024-06-14T17:30Z,2024-06-14T18:00Z,225
2024-06-14T18:00Z,2024-06-14T18:30Z,222
2024-06-14T18:30Z,2024-06-14T19:00Z,239
2024-06-14T19:00Z,2024-06-14T19:30Z,251
2024-06-14T19:30Z,2024-06-14T20:00Z,249
2024-06-14T20:00Z,2024-06-14T20:30Z,267
2024-06-14T20:30Z,2024-06-14T21:00Z,259
2024-06-14T21:00Z,2024-06-14T21:30Z,250
2024-06-14T21:30Z,2024-06-14T22:00Z,229
2024-06-14T22:00Z,2024-06-14T22:30Z,217
2024-06-14T22:30Z,2024-06-14T23:00Z,198
2024-06-14T23:00Z,2024-06-14T23:30Z,184
2024-06-14T23:30Z,2024-06-15T00:00Z,162
2024-06-14T23:30Z,2024-06-15T00:00Z,162
2024-06-15T00:00Z,2024-06-15T00:30Z,151
2024-06-15T00:30Z,2024-06-15T01:00Z,150
2024-06-15T01:00Z,2024-06-15T01:30Z,160
2024-06-15T01:30Z,2024-06-15T02:00Z,156
2024-06-15T02:00Z,2024-06-15T02:30Z,164
2024-06-15T02:30Z,2024-06-15T03:00Z,171
2024-06-15T03:00Z,2024-06-15T03:30Z,167
2024-06-15T03:30Z,2024-06-15T04:00Z,163
2024-06-15T04:00Z,2024-06-15T04:30Z,166
2024-06-15T04:30Z,2024-06-15T05:00Z,164
2024-06-15T05:00Z,2024-06-15T05:30Z,148
2024-06-15T05:30Z,2024-06-15T06:00Z,127
2024-06-15T06:00Z,2024-06-15T06:30Z,120
2024-06-15T06:30Z,2024-06-15T07:00Z,117
2024-06-15T07:00Z,2024-06-15T07:30Z,104
2024-06-15T07:30Z,2024-06-15T08:00Z,108
2024-06-15T08:00Z,2024-06-15T08:30Z,107
2024-06-15T08:30Z,2024-06-15T09:00Z,106
2024-06-15T09:00Z,2024-06-15T09:30Z,107
2024-06-15T09:30Z,2024-06-15T10:00Z,139
2024-06-15T10:00Z,2024-06-15T10:30Z,138
2024-06-15T10:30Z,2024-06-15T11:00Z,165
2024-06-15T11:00Z,2024-06-15T11:30Z,176
2024-06-15T11:30Z,2024-06-15T12:00Z,210
2024-06-15T12:00Z,2024-06-15T12:30Z,201
2024-06-15T12:30Z,2024-06-15T13:00Z,178
2024-06-15T13:00Z,2024-06-15T13:30Z,177
2024-06-15T13:30Z,2024-06-15T14:00Z,168
2024-06-15T14:00Z,2024-06-15T14:30Z,177
2024-06-15T14:30Z,2024-06-15T15:00Z,188
2024-06-15T15:00Z,2024-06-15T15:30Z,197
2024-06-15T15:30Z,2024-06-15T16:00Z,202
2024-06-15T16:00Z,2024-06-15T16:30Z,211
2024-06-15T16:30Z,2024-06-15T17:00Z,211
2024-06-15T17:00Z,2024-06-15T17:30Z,211
2024-06-15T17:30Z,2024-06-15T18:00Z,205
2024-06-15T18:00Z,2024-06-15T18:30Z,213
2024-06-15T18:30Z,2024-06-15T19:00Z,221
2024-06-15T19:00Z,2024-06-15T19:30Z,232
2024-06-15T19:30Z,2024-06-15T20:00Z,240
2024-06-15T20:00Z,2024-06-15T20:30Z,239
2024-06-15T20:30Z,2024-06-15T21:00Z,231
2024-06-15T21:00Z,2024-06-15T21:30Z,202
2024-06-15T21:30Z,2024-06-15T22:00Z,174
2024-06-15T22:00Z,2024-06-15T22:30Z,144
2024-06-15T22:30Z,2024-06-15T23:00Z,134
2024-06-15T23:00Z,2024-06-15T23:30Z,137
2024-06-15T23:30Z,2024-06-16T00:00Z,117
2024-06-16T00:00Z,2024-06-16T00:30Z,120
2024-06-16T00:30Z,2024-06-16T01:00Z,125
2024-06-16T01:00Z,2024-06-16T01:30Z,123
2024-06-16T01:30Z,2024-06-16T02:00Z,110
2024-06-16T02:00Z,2024-06-16T02:30Z,107
2024-06-16T02:30Z,2024-06-16T03:00Z,106
2024-06-16T03:00Z,2024-06-16T03:30Z,106
2024-06-16T03:30Z,2024-06-16T04:00Z,104
2024-06-16T04:00Z,2024-06-16T04:30Z,112
2024-06-16T04:30Z,2024-06-16T05:00Z,110
2024-06-16T05:00Z,2024-06-16T05:30Z,107
2024-06-16T05:30Z,2024-06-16T06:00Z,111
2024-06-16T06:00Z,2024-06-16T06:30Z,113
2024-06-16T06:30Z,2024-06-16T07:00Z,110
2024-06-16T07:00Z,2024-06-16T07:30Z,109
2024-06-16T07:30Z,2024-06-16T08:00Z,100
2024-06-16T08:00Z,2024-06-16T08:30Z,93
2024-06-16T08:30Z,2024-06-16T09:00Z,91
2024-06-16T09:00Z,2024-06-16T09:30Z,91
2024-06-16T09:30Z,2024-06-16T10:00Z,94
2024-06-16T10:00Z,2024-06-16T10:30Z,92
2024-06-16T10:30Z,2024-06-16T11:00Z,91
2024-06-16T11:00Z,2024-06-16T11:30Z,87
2024-06-16T11:30Z,2024-06-16T12:00Z,83
2024-06-16T12:00Z,2024-06-16T12:30Z,76
2024-06-16T12:30Z,2024-06-16T13:00Z,81
2024-06-16T13:00Z,2024-06-16T13:30Z,74
2024-06-16T13:30Z,2024-06-16T14:00Z,75
2024-06-16T14:00Z,2024-06-16T14:30Z,75
2024-06-16T14:30Z,2024-06-16T15:00Z,81
2024-06-16T15:00Z,2024-06-16T15:30Z,93
2024-06-16T15:30Z,2024-06-16T16:00Z,103
2024-06-16T16:00Z,2024-06-16T16:30Z,122
2024-06-16T16:30Z,2024-06-16T17:00Z,154
2024-06-16T17:00Z,2024-06-16T17:30Z,162
2024-06-16T17:30Z,2024-06-16T18:00Z,182
2024-06-16T18:00Z,2024-06-16T18:30Z,186
2024-06-16T18:30Z,2024-06-16T19:00Z,191
2024-06-16T19:00Z,2024-06-16T19:30Z,207
2024-06-16T19:30Z,2024-06-16T20:00Z,212
2024-06-16T20:00Z,2024-06-16T20:30Z,211
2024-06-16T20:30Z,2024-06-16T21:00Z,193
2024-06-16T21:00Z,2024-06-16T21:30Z,188
2024-06-16T21:30Z,2024-06-16T22:00Z,154
2024-06-16T22:00Z,2024-06-16T22:30Z,143
2024-06-16T22:30Z,2024-06-16T23:00Z,135
2024-06-16T23:00Z,2024-06-16T23:30Z,130
2024-06-16T23:30Z,2024-06-17T00:00Z,131
2024-06-17T00:00Z,2024-06-17T00:30Z,128
2024-06-17T00:30Z,2024-06-17T01:00Z,137
2024-06-17T01:00Z,2024-06-17T01:30Z,134
2024-06-17T01:30Z,2024-06-17T02:00Z,141
2024-06-17T02:00Z,2024-06-17T02:30Z,139
2024-06-17T02:30Z,2024-06-17T03:00Z,130
2024-06-17T03:00Z,2024-06-17T03:30Z,134
2024-06-17T03:30Z,2024-06-17T04:00Z,141
2024-06-17T04:00Z,2024-06-17T04:30Z,160
2024-06-17T04:30Z,2024-06-17T05:00Z,171
2024-06-17T05:00Z,2024-06-17T05:30Z,200
2024-06-17T05:30Z,2024-06-17T06:00Z,199
2024-06-17T06:00Z,2024-06-17T06:30Z,191
2024-06-17T06:30Z,2024-06-17T07:00Z,198
2024-06-17T07:00Z,2024-06-17T07:30Z,195
2024-06-17T07:30Z,2024-06-17T08:00Z,195
2024-06-17T08:00Z,2024-06-17T08:30Z,187
2024-06-17T08:30Z,2024-06-17T09:00Z,177
2024-06-17T09:00Z,2024-06-17T09:30Z,178
2024-06-17T09:30Z,2024-06-17T10:00Z,173
2024-06-17T10:00Z,2024-06-17T10:30Z,172
2024-06-17T10:30Z,2024-06-17T11:00Z,181
2024-06-17T11:00Z,2024-06-17T11:30Z,179
2024-06-17T11:30Z,2024-06-17T12:00Z,177
2024-06-17T12:00Z,2024-06-17T12:30Z,172
2024-06-17T12:30Z,2024-06-17T13:00Z,181
2024-06-17T13:00Z,2024-06-17T13:30Z,184
2024-06-17T13:30Z,2024-06-17T14:00Z,182
2024-06-17T14:00Z,2024-06-17T14:30Z,184
2024-06-17T14:30Z,2024-06-17T15:00Z,197
2024-06-17T15:00Z,2024-06-17T15:30Z,223
2024-06-17T15:30Z,2024-06-17T16:00Z,237
2024-06-17T16:00Z,2024-06-17T16:30Z,243
2024-06-17T16:30Z,2024-06-17T17:00Z,241
2024-06-17T17:00Z,2024-06-17T17:30Z,250
2024-06-17T17:30Z,2024-06-17T18:00Z,266
2024-06-17T18:00Z,2024-06-17T18:30Z,272
2024-06-17T18:30Z,2024-06-17T19:00Z,273
2024-06-17T19:00Z,2024-06-17T19:30Z,276
2024-06-17T19:30Z,2024-06-17T20:00Z,270
2024-06-17T20:00Z,2024-06-17T20:30Z,278
2024-06-17T20:30Z,2024-06-17T21:00Z,274
2024-06-17T21:00Z,2024-06-17T21:30Z,266
2024-06-17T21:30Z,2024-06-17T22:00Z,254
2024-06-17T22:00Z,2024-06-17T22:30Z,249
2024-06-17T22:30Z,2024-06-17T23:00Z,240
2024-06-17T23:00Z,2024-06-17T23:30Z,228
2024-06-17T23:30Z,2024-06-18T00:00Z,226
2024-06-18T00:00Z,2024-06-18T00:30Z,220
2024-06-18T00:30Z,2024-06-18T01:00Z,212
2024-06-18T01:00Z,2024-06-18T01:30Z,212
2024-06-18T01:30Z,2024-06-18T02:00Z,216
2024-06-18T02:00Z,2024-06-18T02:30Z,230
2024-06-18T02:30Z,2024-06-18T03:00Z,230
2024-06-18T03:00Z,2024-06-18T03:30Z,225
2024-06-18T03:30Z,2024-06-18T04:00Z,227
2024-06-18T04:00Z,2024-06-18T04:30Z,225
2024-06-18T04:30Z,2024-06-18T05:00Z,229
2024-06-18T05:00Z,2024-06-18T05:30Z,220
2024-06-18T05:30Z,2024-06-18T06:00Z,216
2024-06-18T06:00Z,2024-06-18T06:30Z,205
2024-06-18T06:30Z,2024-06-18T07:00Z,199
2024-06-18T07:00Z,2024-06-18T07:30Z,195
2024-06-18T07:30Z,2024-06-18T08:00Z,185
2024-06-18T08:00Z,2024-06-18T08:30Z,252
2024-06-18T08:30Z,2024-06-18T09:00Z,250
2024-06-18T09:00Z,2024-06-18T09:30Z,244
2024-06-18T09:30Z,2024-06-18T10:00Z,241
2024-06-18T10:00Z,2024-06-18T10:30Z,248
2024-06-18T10:30Z,2024-06-18T11:00Z,246
2024-06-18T11:00Z,2024-06-18T11:30Z,250
2024-06-18T11:30Z,2024-06-18T12:00Z,228
2024-06-18T12:00Z,2024-06-18T12:30Z,236
2024-06-18T12:30Z,2024-06-18T13:00Z,243
2024-06-18T13:00Z,2024-06-18T13:30Z,243
2024-06-18T13:30Z,2024-06-18T14:00Z,239
2024-06-18T14:00Z,2024-06-18T14:30Z,239
2024-06-18T14:30Z,2024-06-18T15:00Z,241
2024-06-18T15:00Z,2024-06-18T15:30Z,239
2024-06-18T15:30Z,2024-06-18T16:00Z,243
2024-06-18T16:00Z,2024-06-18T16:30Z,233
2024-06-18T16:30Z,2024-06-18T17:00Z,237
2024-06-18T17:00Z,2024-06-18T17:30Z,226
2024-06-18T17:30Z,2024-06-18T18:00Z,237
2024-06-18T18:00Z,2024-06-18T18:30Z,244
2024-06-18T18:30Z,2024-06-18T19:00Z,257
2024-06-18T19:00Z,2024-06-18T19:30Z,252
2024-06-18T19:30Z,2024-06-18T20:00Z,245
2024-06-18T20:00Z,2024-06-18T20:30Z,245
2024-06-18T20:30Z,2024-06-18T21:00Z,236
2024-06-18T21:00Z,2024-06-18T21:30Z,232
2024-06-18T21:30Z,2024-06-18T22:00Z,216
2024-06-18T22:00Z,2024-06-18T22:30Z,214
2024-06-18T22:30Z,2024-06-18T23:00Z,194
2024-06-18T23:00Z,2024-06-18T23:30Z,177
2024-06-18T23:30Z,2024-06-19T00:00Z,164
2024-06-19T00:00Z,2024-06-19T00:30Z,162
2024-06-19T00:30Z,2024-06-19T01:00Z,172
2024-06-19T01:00Z,2024-06-19T01:30Z,164
2024-06-19T01:30Z,2024-06-19T02:00Z,169
2024-06-19T02:00Z,2024-06-19T02:30Z,178
2024-06-19T02:30Z,2024-06-19T03:00Z,176
2024-06-19T03:00Z,2024-06-19T03:30Z,178
2024-06-19T03:30Z,2024-06-19T04:00Z,182
2024-06-19T04:00Z,2024-06-19T04:30Z,169
2024-06-19T04:30Z,2024-06-19T05:00Z,181
2024-06-19T05:00Z,2024-06-19T05:30Z,192
2024-06-19T05:30Z,2024-06-19T06:00Z,202
2024-06-19T06:00Z,2024-06-19T06:30Z,199
2024-06-19T06:30Z,2024-06-19T07:00Z,213
2024-06-19T07:00Z,2024-06-19T07:30Z,212
2024-06-19T07:30Z,2024-06-19T08:00Z,205
2024-06-19T08:00Z,2024-06-19T08:30Z,209
2024-06-19T08:30Z,2024-06-19T09:00Z,208
2024-06-19T09:00Z,2024-06-19T09:30Z,206
2024-06-19T09:30Z,2024-06-19T10:00Z,207
2024-06-19T10:00Z,2024-06-19T10:30Z,209
2024-06-19T10:30Z,2024-06-19T11:00Z,203
2024-06-19T11:00Z,2024-06-19T11:30Z,208
2024-06-19T11:30Z,2024-06-19T12:00Z,198
2024-06-19T12:00Z,2024-06-19T12:30Z,189
2024-06-19T12:30Z,2024-06-19T13:00Z,177
2024-06-19T13:00Z,2024-06-19T13:30Z,178
2024-06-19T13:30Z,2024-06-19T14:00Z,179
2024-06-19T14:00Z,2024-06-19T14:30Z,187
2024-06-19T14:30Z,2024-06-19T15:00Z,190
2024-06-19T15:00Z,2024-06-19T15:30Z,207
2024-06-19T15:30Z,2024-06-19T16:00Z,223
2024-06-19T16:00Z,2024-06-19T16:30Z,245
2024-06-19T16:30Z,2024-06-19T17:00Z,257
2024-06-19T17:00Z,2024-06-19T17:30Z,274
2024-06-19T17:30Z,2024-06-19T18:00Z,281
2024-06-19T18:00Z,2024-06-19T18:30Z,283
2024-06-19T18:30Z,2024-06-19T19:00Z,290
2024-06-19T19:00Z,2024-06-19T19:30Z,296
2024-06-19T19:30Z,2024-06-19T20:00Z,297
2024-06-19T20:00Z,2024-06-19T20:30Z,298
2024-06-19T20:30Z,2024-06-19T21:00Z,297
2024-06-19T21:00Z,2024-06-19T21:30Z,290
2024-06-19T21:30Z,2024-06-19T22:00Z,271
2024-06-19T22:00Z,2024-06-19T22:30Z,249
2024-06-19T22:30Z,2024-06-19T23:00Z,242
2024-06-19T23:00Z,2024-06-19T23:30Z,232
2024-06-19T23:30Z,2024-06-20T00:00Z,224
2024-06-20T00:00Z,2024-06-20T00:30Z,225
2024-06-20T00:30Z,2024-06-20T01:00Z,217
2024-06-20T01:00Z,2024-06-20T01:30Z,212
2024-06-20T01:30Z,2024-06-20T02:00Z,204
2024-06-20T02:00Z,2024-06-20T02:30Z,208
2024-06-20T02:30Z,2024-06-20T03:00Z,221
2024-06-20T03:00Z,2024-06-20T03:30Z,221
2024-06-20T03:30Z,2024-06-20T04:00Z,218
2024-06-20T04:00Z,2024-06-20T04:30Z,230
2024-06-20T04:30Z,2024-06-20T05:00Z,241
2024-06-20T05:00Z,2024-06-20T05:30Z,260
2024-06-20T05:30Z,2024-06-20T06:00Z,264
2024-06-20T06:00Z,2024-06-20T06:30Z,261
2024-06-20T06:30Z,2024-06-20T07:00Z,254
2024-06-20T07:00Z,2024-06-20T07:30Z,247
2024-06-20T07:30Z,2024-06-20T08:00Z,240
2024-06-20T08:00Z,2024-06-20T08:30Z,221
2024-06-20T08:30Z,2024-06-20T09:00Z,211
2024-06-20T09:00Z,2024-06-20T09:30Z,202
2024-06-20T09:30Z,2024-06-20T10:00Z,191
2024-06-20T10:00Z,2024-06-20T10:30Z,183
2024-06-20T10:30Z,2024-06-20T11:00Z,180
2024-06-20T11:00Z,2024-06-20T11:30Z,189
2024-06-20T11:30Z,2024-06-20T12:00Z,185
2024-06-20T12:00Z,2024-06-20T12:30Z,183
2024-06-20T12:30Z,2024-06-20T13:00Z,181
2024-06-20T13:00Z,2024-06-20T13:30Z,196
2024-06-20T13:30Z,2024-06-20T14:00Z,192
2024-06-20T14:00Z,2024-06-20T14:30Z,202
2024-06-20T14:30Z,2024-06-20T15:00Z,201
2024-06-20T15:00Z,2024-06-20T15:30Z,219
2024-06-20T15:30Z,2024-06-20T16:00Z,233
2024-06-20T16:00Z,2024-06-20T16:30Z,233
2024-06-20T16:30Z,2024-06-20T17:00Z,233
2024-06-20T17:00Z,2024-06-20T17:30Z,237
2024-06-20T17:30Z,2024-06-20T18:00Z,225
2024-06-20T18:00Z,2024-06-20T18:30Z,229
2024-06-20T18:30Z,2024-06-20T19:00Z,225
2024-06-20T19:00Z,2024-06-20T19:30Z,234
2024-06-20T19:30Z,2024-06-20T20:00Z,238
2024-06-20T20:00Z,2024-06-20T20:30Z,240
2024-06-20T20:30Z,2024-06-20T21:00Z,240
2024-06-20T21:00Z,2024-06-20T21:30Z,238
2024-06-20T21:30Z,2024-06-20T22:00Z,224
2024-06-20T22:00Z,2024-06-20T22:30Z,216
2024-06-20T22:30Z,2024-06-20T23:00Z,222
2024-06-20T23:00Z,2024-06-20T23:30Z,213
2024-06-20T23:30Z,2024-06-21T00:00Z,207
2024-06-21T00:00Z,2024-06-21T00:30Z,196
2024-06-21T00:30Z,2024-06-21T01:00Z,198
2024-06-21T01:00Z,2024-06-21T01:30Z,186
2024-06-21T01:30Z,2024-06-21T02:00Z,178
2024-06-21T02:00Z,2024-06-21T02:30Z,172
2024-06-21T02:30Z,2024-06-21T03:00Z,170
2024-06-21T03:00Z,2024-06-21T03:30Z,169
2024-06-21T03:30Z,2024-06-21T04:00Z,171
2024-06-21T04:00Z,2024-06-21T04:30Z,178
2024-06-21T04:30Z,2024-06-21T05:00Z,182
2024-06-21T05:00Z,2024-06-21T05:30Z,186
2024-06-21T05:30Z,2024-06-21T06:00Z,181
2024-06-21T06:00Z,2024-06-21T06:30Z,177
2024-06-21T06:30Z,2024-06-21T07:00Z,178
2024-06-21T07:00Z,2024-06-21T07:30Z,174
2024-06-21T07:30Z,2024-06-21T08:00Z,160
2024-06-21T08:00Z,2024-06-21T08:30Z,143
2024-06-21T08:30Z,2024-06-21T09:00Z,129
2024-06-21T09:00Z,2024-06-21T09:30Z,121
2024-06-21T09:30Z,2024-06-21T10:00Z,118
2024-06-21T10:00Z,2024-06-21T10:30Z,112
2024-06-21T10:30Z,2024-06-21T11:00Z,115
2024-06-21T11:00Z,2024-06-21T11:30Z,106
2024-06-21T11:30Z,2024-06-21T12:00Z,106
2024-06-21T12:00Z,2024-06-21T12:30Z,105
2024-06-21T12:30Z,2024-06-21T13:00Z,99
2024-06-21T13:00Z,2024-06-21T13:30Z,94
2024-06-21T13:30Z,2024-06-21T14:00Z,86
2024-06-21T14:00Z,2024-06-21T14:30Z,92
2024-06-21T14:30Z,2024-06-21T15:00Z,102
2024-06-21T15:00Z,2024-06-21T15:30Z,121
2024-06-21T15:30Z,2024-06-21T16:00Z,143
2024-06-21T16:00Z,2024-06-21T16:30Z,161
2024-06-21T16:30Z,2024-06-21T17:00Z,173
2024-06-21T17:00Z,2024-06-21T17:30Z,176
2024-06-21T17:30Z,2024-06-21T18:00Z,177
2024-06-21T18:00Z,2024-06-21T18:30Z,186
2024-06-21T18:30Z,2024-06-21T19:00Z,190
2024-06-21T19:00Z,2024-06-21T19:30Z,194
2024-06-21T19:30Z,2024-06-21T20:00Z,199
2024-06-21T20:00Z,2024-06-21T20:30Z,206
2024-06-21T20:30Z,2024-06-21T21:00Z,207
2024-06-21T21:00Z,2024-06-21T21:30Z,194
2024-06-21T21:30Z,2024-06-21T22:00Z,181
2024-06-21T22:00Z,2024-06-21T22:30Z,165
2024-06-21T22:30Z,2024-06-21T23:00Z,138
2024-06-21T23:00Z,2024-06-21T23:30Z,132
2024-06-21T23:30Z,2024-06-22T00:00Z,135
2024-06-22T00:00Z,2024-06-22T00:30Z,142
2024-06-22T00:30Z,2024-06-22T01:00Z,143
2024-06-22T01:00Z,2024-06-22T01:30Z,140
2024-06-22T01:30Z,2024-06-22T02:00Z,125
2024-06-22T02:00Z,2024-06-22T02:30Z,126
2024-06-22T02:30Z,2024-06-22T03:00Z,126
2024-06-22T03:00Z,2024-06-22T03:30Z,131
2024-06-22T03:30Z,2024-06-22T04:00Z,132
2024-06-22T04:00Z,2024-06-22T04:30Z,133
2024-06-22T04:30Z,2024-06-22T05:00Z,136
2024-06-22T05:00Z,2024-06-22T05:30Z,146
2024-06-22T05:30Z,2024-06-22T06:00Z,162
2024-06-22T06:00Z,2024-06-22T06:30Z,175
2024-06-22T06:30Z,2024-06-22T07:00Z,184
2024-06-22T07:00Z,2024-06-22T07:30Z,193
2024-06-22T07:30Z,2024-06-22T08:00Z,192
2024-06-22T08:00Z,2024-06-22T08:30Z,193
2024-06-22T08:30Z,2024-06-22T09:00Z,187
2024-06-22T09:00Z,2024-06-22T09:30Z,178
2024-06-22T09:30Z,2024-06-22T10:00Z,173
2024-06-22T10:00Z,2024-06-22T10:30Z,159
2024-06-22T10:30Z,2024-06-22T11:00Z,156
2024-06-22T11:00Z,2024-06-22T11:30Z,134
2024-06-22T11:30Z,2024-06-22T12:00Z,128
2024-06-22T12:00Z,2024-06-22T12:30Z,104
2024-06-22T12:30Z,2024-06-22T13:00Z,95
2024-06-22T13:00Z,2024-06-22T13:30Z,89
2024-06-22T13:30Z,2024-06-22T14:00Z,93
2024-06-22T14:00Z,2024-06-22T14:30Z,90
2024-06-22T14:30Z,2024-06-22T15:00Z,95
2024-06-22T15:00Z,2024-06-22T15:30Z,101
2024-06-22T15:30Z,2024-06-22T16:00Z,113
2024-06-22T16:00Z,2024-06-22T16:30Z,142
2024-06-22T16:30Z,2024-06-22T17:00Z,147
2024-06-22T17:00Z,2024-06-22T17:30Z,175
2024-06-22T17:30Z,2024-06-22T18:00Z,194
2024-06-22T18:00Z,2024-06-22T18:30Z,208
2024-06-22T18:30Z,2024-06-22T19:00Z,217
2024-06-22T19:00Z,2024-06-22T19:30Z,222
2024-06-22T19:30Z,2024-06-22T20:00Z,228
2024-06-22T20:00Z,2024-06-22T20:30Z,232
2024-06-22T20:30Z,2024-06-22T21:00Z,230
2024-06-22T21:00Z,2024-06-22T21:30Z,210
2024-06-22T21:30Z,2024-06-22T22:00Z,184
2024-06-22T22:00Z,2024-06-22T22:30Z,165
2024-06-22T22:30Z,2024-06-22T23:00Z,159
2024-06-22T23:00Z,2024-06-22T23:30Z,159
2024-06-22T23:30Z,2024-06-23T00:00Z,161
2024-06-23T00:00Z,2024-06-23T00:30Z,164
2024-06-23T00:30Z,2024-06-23T01:00Z,158
2024-06-23T01:00Z,2024-06-23T01:30Z,146
2024-06-23T01:30Z,2024-06-23T02:00Z,147
2024-06-23T02:00Z,2024-06-23T02:30Z,147
2024-06-23T02:30Z,2024-06-23T03:00Z,145
2024-06-23T03:00Z,2024-06-23T03:30Z,147
2024-06-23T03:30Z,2024-06-23T04:00Z,145
