Interval Start,Octopus Agile (Apr 24) Price (p/kWh),Octopus Agile (Apr 24) Price (p/kWh),Consumption,Octopus Agile (Apr 24) Cost (p),Octopus Agile (Apr 24) Cost (p),Carbon Intensity (gCO2/kWh),Carbon Footprint(gCO2)
2024-06-26T10:00:00+01:00,16.191,16.191,0.155,2.5096049999999996,2.5096049999999996,134,20.77,
2024-06-26T10:30:00+01:00,15.54,15.54,0.306,4.75524,4.75524,125,38.25,
2024-06-26T11:00:00+01:00,15.12,15.12,0.175,2.646,2.646,117,20.474999999999998,
2024-06-26T11:30:00+01:00,14.364,14.364,0.072,1.034208,1.034208,111,7.991999999999999,
2024-06-26T12:00:00+01:00,14.763,14.763,0.077,1.136751,1.136751,105,8.084999999999999,
2024-06-26T12:30:00+01:00,13.755,13.755,0.106,1.45803,1.45803,101,10.706,
2024-06-26T13:00:00+01:00,14.28,14.28,0.278,3.96984,3.96984,100,27.800000000000004,
2024-06-26T13:30:00+01:00,13.902,13.902,0.084,1.167768,1.167768,101,8.484,
2024-06-26T14:00:00+01:00,14.4375,14.4375,0.077,1.1116875,1.1116875,103,7.931,
2024-06-26T14:30:00+01:00,13.965,13.965,0.078,1.08927,1.08927,107,8.346,
2024-06-26T15:00:00+01:00,14.175,14.175,0.073,1.034775,1.034775,109,7.957,
2024-06-26T15:30:00+01:00,14.616,14.616,0.048,0.701568,0.701568,116,5.5680000000000005,
2024-06-26T16:00:00+01:00,28.35,28.35,0.068,1.9278000000000002,1.9278000000000002,128,8.704,
2024-06-26T16:30:00+01:00,29.526,29.526,0.049,1.446774,1.446774,145,7.105,
2024-06-26T17:00:00+01:00,30.765,30.765,0.078,2.39967,2.39967,151,11.778,
2024-06-26T17:30:00+01:00,30.975,30.975,0.139,4.305525,4.305525,168,23.352000000000004,
2024-06-26T18:00:00+01:00,35.175,35.175,0.313,11.009775,11.009775,173,54.149,
2024-06-26T18:30:00+01:00,35.07,35.07,0.081,2.8406700000000003,2.8406700000000003,179,14.499,
2024-06-26T19:00:00+01:00,24.024,24.024,0.091,2.186184,2.186184,188,17.108,
2024-06-26T19:30:00+01:00,23.1,23.1,0.523,12.0813,12.0813,194,101.462,
2024-06-26T20:00:00+01:00,22.68,22.68,0.291,6.59988,6.59988,197,57.327,
2024-06-26T20:30:00+01:00,20.916,20.916,0.148,3.095568,3.095568,196,29.008,
2024-06-26T21:00:00+01:00,20.5275,20.5275,0.176,3.61284,3.61284,189,33.263999999999996,
2024-06-26T21:30:00+01:00,18.963,18.963,0.177,3.356451,3.356451,183,32.391,
2024-06-26T22:00:00+01:00,19.152,19.152,0.148,2.834496,2.834496,167,24.715999999999998,
2024-06-26T22:30:00+01:00,15.2775,15.2775,0.192,2.93328,2.93328,145,27.84,
2024-06-26T23:00:00+01:00,16.758,16.758,0.204,3.4186319999999997,3.4186319999999997,127,25.907999999999998,
2024-06-26T23:30:00+01:00,17.9235,17.9235,0.103,1.8461205,1.8461205,110,11.33,
2024-06-27T00:00:00+01:00,15.96,15.96,0.107,1.7077200000000001,1.7077200000000001,101,10.807,
2024-06-27T00:30:00+01:00,16.548,16.548,0.097,1.6051559999999998,1.6051559999999998,89,8.633000000000001,
2024-06-27T01:00:00+01:00,14.742,14.742,0.086,1.267812,1.267812,83,7.137999999999999,
2024-06-27T01:30:00+01:00,14.49,14.49,0.083,1.2026700000000001,1.2026700000000001,83,6.889,
2024-06-27T02:00:00+01:00,13.419,13.419,0.072,0.9661679999999999,0.9661679999999999,78,5.616,
2024-06-27T02:30:00+01:00,11.781,11.781,0.04,0.47124000000000005,0.47124000000000005,83,3.3200000000000003,
2024-06-27T03:00:00+01:00,11.865,11.865,0.041,0.48646500000000004,0.48646500000000004,82,3.362,
2024-06-27T03:30:00+01:00,12.264,12.264,0.061,0.748104,0.748104,85,5.185,
2024-06-27T04:00:00+01:00,12.81,12.81,0.077,0.9863700000000001,0.9863700000000001,87,6.699,
2024-06-27T04:30:00+01:00,11.55,11.55,0.074,0.8547,0.8547,103,7.622,
2024-06-27T05:00:00+01:00,11.424,11.424,0.076,0.8682239999999999,0.8682239999999999,111,8.436,
2024-06-27T05:30:00+01:00,13.482,13.482,0.075,1.01115,1.01115,114,8.549999999999999,
2024-06-27T06:00:00+01:00,18.081,18.081,0.065,1.175265,1.175265,115,7.4750000000000005,
2024-06-27T06:30:00+01:00,20.496,20.496,0.064,1.311744,1.311744,104,6.656000000000001,
2024-06-27T07:00:00+01:00,18.06,18.06,0.147,2.6548199999999995,2.6548199999999995,100,14.7,
2024-06-27T07:30:00+01:00,20.16,20.16,0.153,3.08448,3.08448,89,13.616999999999999,
2024-06-27T08:00:00+01:00,16.653,16.653,0.271,4.512963,4.512963,82,22.222,
2024-06-27T08:30:00+01:00,15.33,15.33,0.112,1.71696,1.71696,71,7.952,
2024-06-27T09:00:00+01:00,13.23,13.23,0.698,9.234539999999999,9.234539999999999,61,42.577999999999996,
2024-06-27T09:30:00+01:00,10.5,10.5,0.193,2.0265,2.0265,59,11.387,
2024-06-27T10:00:00+01:00,9.45,9.45,0.112,1.0584,1.0584,50,5.6000000000000005,
2024-06-27T10:30:00+01:00,8.4,8.4,0.26,2.184,2.184,47,12.22,
2024-06-27T11:00:00+01:00,7.1715,7.1715,0.364,2.610426,2.610426,48,17.472,
2024-06-27T11:30:00+01:00,5.88,5.88,0.164,0.9643200000000001,0.9643200000000001,46,7.5440000000000005,
2024-06-27T12:00:00+01:00,4.2,4.2,0.064,0.26880000000000004,0.26880000000000004,39,2.496,
2024-06-27T12:30:00+01:00,3.15,3.15,0.064,0.2016,0.2016,38,2.432,
2024-06-27T13:00:00+01:00,2.52,2.52,0.076,0.19152,0.19152,38,2.888,
2024-06-27T13:30:00+01:00,1.68,1.68,0.158,0.26544,0.26544,45,7.11,
2024-06-27T14:00:00+01:00,2.52,2.52,0.113,0.28476,0.28476,45,5.085,
2024-06-27T14:30:00+01:00,1.68,1.68,0.115,0.1932,0.1932,43,4.945,
2024-06-27T15:00:00+01:00,1.6065,1.6065,0.077,0.1237005,0.1237005,43,3.311,
2024-06-27T15:30:00+01:00,3.465,3.465,0.083,0.287595,0.287595,42,3.486,
2024-06-27T16:00:00+01:00,17.43,17.43,0.127,2.21361,2.21361,46,5.8420000000000005,
2024-06-27T16:30:00+01:00,21,21,0.03,0.63,0.63,51,1.53,
2024-06-27T17:00:00+01:00,23.016,23.016,0.025,0.5754,0.5754,57,1.425,
2024-06-27T17:30:00+01:00,24.885,24.885,0.056,1.3935600000000001,1.3935600000000001,61,3.416,
2024-06-27T18:00:00+01:00,27.1425,27.1425,0.058,1.574265,1.574265,68,3.9440000000000004,
2024-06-27T18:30:00+01:00,27.489,27.489,0.057,1.5668730000000002,1.5668730000000002,74,4.218,
2024-06-27T19:00:00+01:00,17.472,17.472,0.376,6.569472,6.569472,78,29.328,
2024-06-27T19:30:00+01:00,17.22,17.22,0.144,2.4796799999999997,2.4796799999999997,77,11.088,
2024-06-27T20:00:00+01:00,17.64,17.64,0.153,2.69892,2.69892,79,12.087,
2024-06-27T20:30:00+01:00,15.96,15.96,0.115,1.8354000000000001,1.8354000000000001,85,9.775,
2024-06-27T21:00:00+01:00,16.842,16.842,0.069,1.162098,1.162098,86,5.934,
2024-06-27T21:30:00+01:00,15.75,15.75,0.07,1.1025,1.1025,81,5.670000000000001,
2024-06-27T22:00:00+01:00,15.225,15.225,0.103,1.5681749999999999,1.5681749999999999,72,7.4159999999999995,
2024-06-27T22:30:00+01:00,11.76,11.76,0.164,1.9286400000000001,1.9286400000000001,73,11.972000000000001,
2024-06-27T23:00:00+01:00,6.405,6.405,0.133,0.8518650000000001,0.8518650000000001,63,8.379000000000001,
2024-06-27T23:30:00+01:00,4.158,4.158,0.287,1.193346,1.193346,65,18.654999999999998,
2024-06-28T00:00:00+01:00,3.486,3.486,0.238,0.829668,0.829668,60,14.28,
2024-06-28T00:30:00+01:00,1.953,1.953,0.137,0.26756100000000005,0.26756100000000005,64,8.768,
2024-06-28T01:00:00+01:00,1.155,1.155,0.096,0.11088,0.11088,63,6.048,
2024-06-28T01:30:00+01:00,1.47,1.47,0.071,0.10436999999999999,0.10436999999999999,60,4.26,
2024-06-28T02:00:00+01:00,1.848,1.848,0.062,0.11457600000000001,0.11457600000000001,57,3.534,
2024-06-28T02:30:00+01:00,1.008,1.008,0.059,0.059472,0.059472,50,2.9499999999999997,
2024-06-28T03:00:00+01:00,1.239,1.239,0.059,0.073101,0.073101,52,3.0679999999999996,
2024-06-28T03:30:00+01:00,1.071,1.071,0.059,0.063189,0.063189,54,3.186,
2024-06-28T04:00:00+01:00,2.562,2.562,0.056,0.143472,0.143472,54,3.024,
2024-06-28T04:30:00+01:00,1.722,1.722,0.059,0.101598,0.101598,58,3.4219999999999997,
2024-06-28T05:00:00+01:00,0.672,0.672,0.068,0.04569600000000001,0.04569600000000001,68,4.6240000000000006,
2024-06-28T05:30:00+01:00,2.058,2.058,0.199,0.40954199999999996,0.40954199999999996,69,13.731,
2024-06-28T06:00:00+01:00,3.78,3.78,0.055,0.2079,0.2079,74,4.07,
2024-06-28T06:30:00+01:00,8.274,8.274,0.069,0.570906,0.570906,72,4.968,
2024-06-28T07:00:00+01:00,5.25,5.25,0.132,0.6930000000000001,0.6930000000000001,77,10.164,
2024-06-28T07:30:00+01:00,9.45,9.45,0.053,0.5008499999999999,0.5008499999999999,81,4.293,
2024-06-28T08:00:00+01:00,4.452,4.452,0.072,0.320544,0.320544,77,5.544,
2024-06-28T08:30:00+01:00,4.536,4.536,0.046,0.20865599999999998,0.20865599999999998,63,2.898,
2024-06-28T09:00:00+01:00,2.1,2.1,0.046,0.0966,0.0966,62,2.852,
2024-06-28T09:30:00+01:00,0.903,0.903,0.054,0.048762,0.048762,56,3.024,
2024-06-28T10:00:00+01:00,0.21,0.21,0.057,0.01197,0.01197,55,3.1350000000000002,
2024-06-28T10:30:00+01:00,1.05,1.05,0.056,0.058800000000000005,0.058800000000000005,54,3.024,
2024-06-28T11:00:00+01:00,0,0,0.057,0,0,52,2.964,
2024-06-28T11:30:00+01:00,0.126,0.126,0.063,0.007938,0.007938,49,3.087,
2024-06-28T12:00:00+01:00,0.21,0.21,0.054,0.01134,0.01134,49,2.646,
2024-06-28T12:30:00+01:00,0.42,0.42,0.03,0.012599999999999998,0.012599999999999998,52,1.56,
2024-06-28T13:00:00+01:00,0.042,0.042,0.035,0.0014700000000000002,0.0014700000000000002,51,1.7850000000000001,
2024-06-28T13:30:00+01:00,0,0,0.042,0,0,51,2.1420000000000003,
2024-06-28T14:00:00+01:00,0.441,0.441,0.068,0.029988,0.029988,50,3.4000000000000004,
2024-06-28T14:30:00+01:00,-1.05,-1.05,0.07,-0.07350000000000001,-0.07350000000000001,50,3.5000000000000004,
2024-06-28T15:00:00+01:00,-2.6985,-2.6985,0.055,-0.1484175,-0.1484175,52,2.86,
2024-06-28T15:30:00+01:00,0.945,0.945,0.057,0.053864999999999996,0.053864999999999996,51,2.907,
2024-06-28T16:00:00+01:00,12.4005,12.4005,0.058,0.719229,0.719229,62,3.596,
2024-06-28T16:30:00+01:00,17.409,17.409,0.056,0.974904,0.974904,68,3.8080000000000003,
2024-06-28T17:00:00+01:00,19.11,19.11,0.053,1.01283,1.01283,75,3.975,
2024-06-28T17:30:00+01:00,22.092,22.092,0.054,1.192968,1.192968,65,3.51,
2024-06-28T18:00:00+01:00,26.6385,26.6385,0.061,1.6249485,1.6249485,78,4.758,
2024-06-28T18:30:00+01:00,28.35,28.35,0.03,0.8505,0.8505,86,2.58,
2024-06-28T19:00:00+01:00,17.304,17.304,0.472,8.167487999999999,8.167487999999999,99,46.727999999999994,
2024-06-28T19:30:00+01:00,18.1125,18.1125,0.094,1.7025750000000002,1.7025750000000002,112,10.528,
2024-06-28T20:00:00+01:00,19.509,19.509,0.473,9.227757,9.227757,116,54.867999999999995,
2024-06-28T20:30:00+01:00,19.824,19.824,0.175,3.4692000000000003,3.4692000000000003,122,21.349999999999998,
2024-06-28T21:00:00+01:00,20.37,20.37,0.118,2.40366,2.40366,125,14.75,
2024-06-28T21:30:00+01:00,20.37,20.37,0.154,3.1369800000000003,3.1369800000000003,120,18.48,
2024-06-28T22:00:00+01:00,20.37,20.37,0.211,4.29807,4.29807,127,26.797,
2024-06-28T22:30:00+01:00,18.9,18.9,0.222,4.195799999999999,4.195799999999999,121,26.862000000000002,
2024-06-28T23:00:00+01:00,18.9,18.9,0.184,3.4776,3.4776,116,21.344,
2024-06-28T23:30:00+01:00,19.635,19.635,0.145,2.8470750000000002,2.8470750000000002,112,16.24,
2024-06-29T00:00:00+01:00,19.152,19.152,0.421,8.062992,8.062992,109,45.888999999999996,
2024-06-29T00:30:00+01:00,19.95,19.95,0.106,2.1147,2.1147,107,11.342,
2024-06-29T01:00:00+01:00,19.32,19.32,0.083,1.60356,1.60356,105,8.715,
2024-06-29T01:30:00+01:00,19.593,19.593,0.062,1.214766,1.214766,105,6.51,
2024-06-29T02:00:00+01:00,17.598,17.598,0.062,1.091076,1.091076,101,6.262,
2024-06-29T02:30:00+01:00,16.38,16.38,0.061,0.99918,0.99918,101,6.161,
2024-06-29T03:00:00+01:00,17.43,17.43,0.061,1.06323,1.06323,105,6.405,
2024-06-29T03:30:00+01:00,16.8,16.8,0.062,1.0416,1.0416,102,6.324,
2024-06-29T04:00:00+01:00,17.262,17.262,0.06,1.03572,1.03572,98,5.88,
2024-06-29T04:30:00+01:00,15.33,15.33,0.061,0.93513,0.93513,93,5.673,
2024-06-29T05:00:00+01:00,17.136,17.136,0.061,1.045296,1.045296,93,5.673,
2024-06-29T05:30:00+01:00,17.43,17.43,0.06,1.0457999999999998,1.0457999999999998,86,5.16,
2024-06-29T06:00:00+01:00,14.1645,14.1645,0.062,0.8781990000000001,0.8781990000000001,86,5.332,
2024-06-29T06:30:00+01:00,17.64,17.64,0.061,1.07604,1.07604,84,5.124,
2024-06-29T07:00:00+01:00,14.448,14.448,0.067,0.9680160000000001,0.9680160000000001,83,5.561,
2024-06-29T07:30:00+01:00,15.75,15.75,0.068,1.0710000000000002,1.0710000000000002,81,5.508,
2024-06-29T08:00:00+01:00,17.43,17.43,0.105,1.83015,1.83015,81,8.504999999999999,
2024-06-29T08:30:00+01:00,18.27,18.27,0.286,5.225219999999999,5.225219999999999,79,22.593999999999998,
2024-06-29T09:00:00+01:00,18.795,18.795,0.196,3.6838200000000003,3.6838200000000003,76,14.896,
2024-06-29T09:30:00+01:00,18.9,18.9,0.094,1.7766,1.7766,72,6.768,
2024-06-29T10:00:00+01:00,18.48,18.48,0.123,2.27304,2.27304,65,7.995,
2024-06-29T10:30:00+01:00,16.905,16.905,0.168,2.8400400000000006,2.8400400000000006,59,9.912,
2024-06-29T11:00:00+01:00,16.38,16.38,0.124,2.03112,2.03112,56,6.944,
2024-06-29T11:30:00+01:00,15.96,15.96,0.098,1.5640800000000001,1.5640800000000001,50,4.9,
2024-06-29T12:00:00+01:00,14.7,14.7,0.117,1.7199,1.7199,48,5.6160000000000005,
2024-06-29T12:30:00+01:00,14.049,14.049,0.133,1.868517,1.868517,46,6.118,
2024-06-29T13:00:00+01:00,13.44,13.44,0.013,0.17472,0.17472,45,0.585,
2024-06-29T13:30:00+01:00,11.55,11.55,0.01,0.1155,0.1155,46,0.46,
2024-06-29T14:00:00+01:00,11.34,11.34,0.033,0.37422,0.37422,46,1.518,
2024-06-29T14:30:00+01:00,11.34,11.34,0.044,0.49895999999999996,0.49895999999999996,48,2.112,
2024-06-29T15:00:00+01:00,12.999,12.999,0.045,0.584955,0.584955,54,2.4299999999999997,
2024-06-29T15:30:00+01:00,12.495,12.495,0.043,0.5372849999999999,0.5372849999999999,58,2.4939999999999998,
2024-06-29T16:00:00+01:00,27.51,27.51,0.052,1.43052,1.43052,73,3.796,
2024-06-29T16:30:00+01:00,27.3,27.3,0.182,4.9686,4.9686,97,17.654,
2024-06-29T17:00:00+01:00,28.98,28.98,0.082,2.37636,2.37636,115,9.43,
2024-06-29T17:30:00+01:00,29.736,29.736,0.049,1.4570640000000001,1.4570640000000001,129,6.321000000000001,
2024-06-29T18:00:00+01:00,33.096,33.096,0.037,1.2245519999999999,1.2245519999999999,135,4.995,
2024-06-29T18:30:00+01:00,33.432,33.432,0.124,4.145568,4.145568,138,17.112,
2024-06-29T19:00:00+01:00,21.63,21.63,0.261,5.64543,5.64543,144,37.584,
2024-06-29T19:30:00+01:00,21.2205,21.2205,0.089,1.8886245,1.8886245,145,12.905,
2024-06-29T20:00:00+01:00,19.74,19.74,0.144,2.8425599999999998,2.8425599999999998,146,21.023999999999997,
2024-06-29T20:30:00+01:00,20.076,20.076,0.099,1.987524,1.987524,142,14.058,
2024-06-29T21:00:00+01:00,19.257,19.257,0.104,2.002728,2.002728,147,15.287999999999998,
2024-06-29T21:30:00+01:00,18.27,18.27,0.057,1.04139,1.04139,143,8.151,
2024-06-29T22:00:00+01:00,17.5875,17.5875,0.04,0.7034999999999999,0.7034999999999999,133,5.32,
2024-06-29T22:30:00+01:00,15.96,15.96,0.085,1.3566000000000003,1.3566000000000003,116,9.860000000000001,
2024-06-29T23:00:00+01:00,16.59,16.59,0.082,1.3603800000000001,1.3603800000000001,102,8.364,
2024-06-29T23:30:00+01:00,16.653,16.653,0.078,1.2989339999999998,1.2989339999999998,96,7.4879999999999995,
2024-06-30T00:00:00+01:00,16.149,16.149,0.074,1.195026,1.195026,90,6.659999999999999,
2024-06-30T00:30:00+01:00,16.38,16.38,0.073,1.1957399999999998,1.1957399999999998,90,6.569999999999999,
2024-06-30T01:00:00+01:00,16.359,16.359,,,,87,
2024-06-30T01:30:00+01:00,16.17,16.17,,,,89,
2024-06-30T02:00:00+01:00,15.54,15.54,,,,89,
2024-06-30T02:30:00+01:00,14.469,14.469,,,,93,
2024-06-30T03:00:00+01:00,13.65,13.65,,,,91,
2024-06-30T03:30:00+01:00,13.02,13.02,,,,91,
2024-06-30T04:00:00+01:00,12.726,12.726,,,,93,
2024-06-30T04:30:00+01:00,11.046,11.046,,,,90,
2024-06-30T05:00:00+01:00,9.639,9.639,,,,89,
2024-06-30T05:30:00+01:00,9.24,9.24,,,,91,
2024-06-30T06:00:00+01:00,8.484,8.484,,,,91,
2024-06-30T06:30:00+01:00,9.1035,9.1035,,,,102,
2024-06-30T07:00:00+01:00,8.169,8.169,,,,97,
2024-06-30T07:30:00+01:00,9.1035,9.1035,,,,94,
2024-06-30T08:00:00+01:00,10.92,10.92,,,,94,
2024-06-30T08:30:00+01:00,12.18,12.18,,,,91,
2024-06-30T09:00:00+01:00,14.8575,14.8575,,,,92,
2024-06-30T09:30:00+01:00,15.75,15.75,,,,87,
2024-06-30T10:00:00+01:00,16.38,16.38,,,,85,
2024-06-30T10:30:00+01:00,16.548,16.548,,,,82,
2024-06-30T11:00:00+01:00,16.38,16.38,,,,82,
2024-06-30T11:30:00+01:00,16.38,16.38,,,,70,
2024-06-30T12:00:00+01:00,17.199,17.199,,,,68,
2024-06-30T12:30:00+01:00,16.38,16.38,,,,67,
2024-06-30T13:00:00+01:00,16.8,16.8,,,,69,
2024-06-30T13:30:00+01:00,16.38,16.38,,,,69,
2024-06-30T14:00:00+01:00,16.59,16.59,,,,71,
2024-06-30T14:30:00+01:00,16.38,16.38,,,,75,
2024-06-30T15:00:00+01:00,15.981,15.981,,,,80,
2024-06-30T15:30:00+01:00,16.38,16.38,,,,88,
2024-06-30T16:00:00+01:00,28.434,28.434,,,,96,
2024-06-30T16:30:00+01:00,28.707,28.707,,,,112,
2024-06-30T17:00:00+01:00,30.135,30.135,,,,122,
2024-06-30T17:30:00+01:00,30.093,30.093,,,,125,
2024-06-30T18:00:00+01:00,29.82,29.82,,,,118,
2024-06-30T18:30:00+01:00,30.555,30.555,,,,118,
2024-06-30T19:00:00+01:00,19.74,19.74,,,,123,
2024-06-30T19:30:00+01:00,19.047,19.047,,,,134,
2024-06-30T20:00:00+01:00,19.719,19.719,,,,142,
2024-06-30T20:30:00+01:00,18.48,18.48,,,,148,
2024-06-30T21:00:00+01:00,20.181,20.181,,,,147,
2024-06-30T21:30:00+01:00,19.74,19.74,,,,148,
2024-06-30T22:00:00+01:00,19.53,19.53,,,,143,
2024-06-30T22:30:00+01:00,17.43,17.43,,,,132,
2024-06-30T23:00:00+01:00,16.59,16.59,,,,116,
2024-06-30T23:30:00+01:00,17.22,17.22,,,,109,
2024-07-01T00:00:00+01:00,17.283,17.283,,,,105,
2024-07-01T00:30:00+01:00,16.254,16.254,,,,105,
2024-07-01T01:00:00+01:00,14.8575,14.8575,,,,105,
2024-07-01T01:30:00+01:00,14.5215,14.5215,,,,108,
2024-07-01T02:00:00+01:00,14.2905,14.2905,,,,105,
2024-07-01T02:30:00+01:00,13.86,13.86,,,,95,
2024-07-01T03:00:00+01:00,14.637,14.637,,,,92,
2024-07-01T03:30:00+01:00,14.175,14.175,,,,98,
2024-07-01T04:00:00+01:00,14.112,14.112,,,,94,
2024-07-01T04:30:00+01:00,13.65,13.65,,,,101,
2024-07-01T05:00:00+01:00,15.75,15.75,,,,105,
2024-07-01T05:30:00+01:00,16.905,16.905,,,,108,
2024-07-01T06:00:00+01:00,16.8,16.8,,,,112,
2024-07-01T06:30:00+01:00,18.69,18.69,,,,118,
2024-07-01T07:00:00+01:00,18.9,18.9,,,,118,
2024-07-01T07:30:00+01:00,20.391,20.391,,,,113,
2024-07-01T08:00:00+01:00,19.068,19.068,,,,111,
2024-07-01T08:30:00+01:00,19.026,19.026,,,,109,
2024-07-01T09:00:00+01:00,18.984,18.984,,,,105,
2024-07-01T09:30:00+01:00,18.774,18.774,,,,104,
2024-07-01T10:00:00+01:00,18.27,18.27,,,,100,
2024-07-01T10:30:00+01:00,16.968,16.968,,,,99,
2024-07-01T11:00:00+01:00,18.312,18.312,,,,96,
2024-07-01T11:30:00+01:00,17.997,17.997,,,,89,
2024-07-01T12:00:00+01:00,18.0915,18.0915,,,,87,
2024-07-01T12:30:00+01:00,17.22,17.22,,,,81,
2024-07-01T13:00:00+01:00,15.54,15.54,,,,73,
2024-07-01T13:30:00+01:00,15.33,15.33,,,,71,
2024-07-01T14:00:00+01:00,15.036,15.036,,,,68,
2024-07-01T14:30:00+01:00,14.7,14.7,,,,61,
2024-07-01T15:00:00+01:00,13.503,13.503,,,,59,
2024-07-01T15:30:00+01:00,14.07,14.07,,,,65,
2024-07-01T16:00:00+01:00,26.817,26.817,,,,69,
2024-07-01T16:30:00+01:00,28.182,28.182,,,,74,
2024-07-01T17:00:00+01:00,27.9615,27.9615,,,,81,
2024-07-01T17:30:00+01:00,28.917,28.917,,,,87,
2024-07-01T18:00:00+01:00,31.1325,31.1325,,,,89,
2024-07-01T18:30:00+01:00,31.0485,31.0485,,,,93,
2024-07-01T19:00:00+01:00,19.53,19.53,,,,93,
2024-07-01T19:30:00+01:00,18.921,18.921,,,,93,
2024-07-01T20:00:00+01:00,19.53,19.53,,,,
