unix_timestamp,Agile Import price (p/kWh),Agile Export price (p/kWh),Asset_load,New_asset_load,New_asset_load_rolling,Carbon Intensity,Carbon Optimised Emission,Carbon Unoptimised Emission,Carbon Optimised Cost Savings,Price Optimised Cost,Price Unoptimised Cost,Price Optimised Emission Savings
1717734600,16.13,8.0,1,1,0.9,177.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1717736400,16.02,7.95,1,1,0.9,175.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1717738200,21.19,10.26,1,1,0.9,157.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1717740000,15.79,7.85,1,1,0.9,123.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1717741800,18.57,9.1,1,1,0.9,104.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1717743600,15.56,7.75,1,1,0.9,87.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1717745400,14.93,7.46,1,1,0.9,67.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1717747200,14.2,7.13,1,1,0.9,56.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1717749000,12.43,6.34,1,1,0.9,50.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1717750800,10.5,5.48,1,0,0.9,56.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1717752600,9.51,5.04,1,1,0.9,66.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1717754400,8.4,4.54,1,1,0.9,62.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1717756200,8.61,4.63,1,1,0.9,62.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1717758000,8.36,4.52,1,1,0.9,65.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1717759800,7.35,4.07,1,1,0.9,66.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1717761600,5.88,3.41,1,1,0.9,73.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1717763400,4.01,2.58,1,1,0.9,71.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1717765200,4.2,2.66,1,1,0.9,74.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1717767000,4.2,2.66,1,1,0.9,76.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1717768800,5.46,3.22,1,0,0.9,86.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1717770600,7.35,4.07,1,1,0.9,114.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1717772400,23.08,10.8,1,1,0.9,134.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1717774200,26.25,12.22,1,1,0.9,161.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1717776000,27.66,12.85,1,1,0.9,187.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1717777800,29.46,13.66,1,1,0.9,207.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1717779600,32.11,14.84,1,1,0.9,228.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1717781400,32.93,15.21,1,1,0.9,236.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1717783200,19.95,9.71,1,1,0.9,238.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1717785000,20.03,9.75,1,1,0.9,240.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1717786800,20.87,10.12,1,0,0.9,247.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1717788600,20.5,9.95,1,1,0.9,249.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1717790400,19.82,9.65,1,1,0.9,241.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1717792200,19.74,9.62,1,1,0.9,226.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1717794000,18.9,9.24,1,1,0.9,189.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1717795800,14.77,7.39,1,1,0.9,153.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1717797600,18.27,8.96,1,1,0.9,156.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1717799400,15.02,7.5,1,1,0.9,170.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1717801200,13.61,6.87,1,1,0.9,169.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1717803000,9.61,5.08,1,1,0.9,168.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1717804800,7.31,4.05,1,0,0.9,167.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1717806600,7.67,4.21,1,1,0.9,159.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1717808400,8.74,4.69,1,1,0.9,165.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1717810200,5.92,3.43,1,1,0.9,174.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1717812000,6.3,3.6,1,1,0.9,163.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1717813800,7.35,4.07,1,1,0.9,166.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1717815600,7.33,4.06,1,1,0.9,72.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1717817400,7.35,4.07,1,1,0.9,30.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1717819200,7.25,4.02,1,1,0.9,137.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1717821000,7.14,3.98,1,1,0.9,141.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1717822800,7.39,4.09,1,0,0.9,148.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1717824600,9.87,5.2,1,1,0.9,137.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1717826400,5.5,3.24,1,1,0.9,125.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1717828200,5.67,3.32,1,1,0.9,134.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1717830000,3.04,2.14,1,1,0.9,136.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1717831800,3.15,2.19,1,1,0.9,134.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1717833600,1.16,1.3,1,1,0.9,128.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1717835400,1.64,1.51,1,1,0.9,123.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1717837200,0.78,1.13,1,1,0.9,121.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1717839000,0.34,0.93,1,2,0.91,119.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1717840800,-0.84,0.4,1,0,0.91,111.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1717842600,-1.93,0.0,1,1,0.91,102.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1717844400,-1.89,0.0,1,1,0.91,89.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1717846200,-5.78,0.0,1,1,0.91,83.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1717848000,-6.51,0.0,1,1,0.91,83.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1717849800,-8.4,0.0,1,21,1.11,85.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1717851600,-6.09,0.0,1,1,1.11,93.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1717853400,-6.3,0.0,1,1,1.11,93.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1717855200,-1.76,0.0,1,1,1.11,94.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1717857000,0.84,1.16,1,1,1.11,108.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1717858800,11.63,5.68,1,0,1.11,118.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1717860600,16.97,8.07,1,1,1.11,147.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1717862400,16.8,7.99,1,1,1.11,155.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1717864200,26.46,12.31,1,1,1.11,158.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1717866000,28.77,13.35,1,1,1.11,170.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1717867800,31.5,14.57,1,1,1.11,175.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1717869600,17.85,8.77,1,1,1.11,174.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1717871400,17.85,8.77,1,1,1.11,167.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1717873200,20.02,9.74,1,1,1.11,140.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1717875000,19.32,9.43,1,1,1.11,121.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1717876800,19.95,9.71,1,0,1.11,120.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1717878600,18.29,8.97,1,1,1.11,112.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1717880400,17.75,8.72,1,1,1.11,110.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1717882200,14.93,7.46,1,1,1.11,99.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1717884000,12.54,6.39,1,1,1.11,97.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1717885800,8.71,4.68,1,1,1.11,88.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1717887600,7.06,3.94,1,1,1.11,87.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1717889400,3.72,2.44,1,1,1.11,93.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1717891200,2.5,1.9,1,1,1.11,102.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1717893000,2.5,1.9,1,1,1.11,111.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1717894800,2.9,2.08,1,0,1.11,113.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1717896600,0.13,0.84,1,1,1.11,108.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1717898400,2.06,1.7,1,1,1.11,110.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1717900200,2.1,1.72,1,1,1.11,109.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1717902000,3.78,2.47,1,1,1.11,112.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1717903800,2.21,1.77,1,1,1.11,109.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1717905600,2.21,1.77,1,1,1.11,115.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1717907400,2.21,1.77,1,1,1.11,119.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1717909200,1.34,1.38,1,1,1.11,118.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1717911000,4.56,2.82,1,1,1.11,114.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1717912800,0.0,0.78,1,0,1.11,99.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1717914600,0.0,0.78,1,1,1.11,111.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1717916400,-0.32,0.64,1,1,1.11,97.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1717918200,2.1,1.72,1,1,1.11,90.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1717920000,-1.34,0.18,1,1,1.11,85.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1717921800,2.04,1.69,1,1,1.11,88.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1717923600,-2.0,0.0,1,5,1.15,95.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1717925400,-1.47,0.12,1,1,1.15,105.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1717927200,-1.11,0.28,1,1,1.15,126.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1717929000,0.42,0.97,1,1,1.15,129.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1717930800,2.52,1.91,1,0,1.15,101.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1717932600,1.01,1.23,1,1,1.15,108.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1717934400,1.95,1.65,1,1,1.15,117.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1717936200,2.1,1.72,1,1,1.15,122.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1717938000,-0.21,0.69,1,2,1.16,132.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1717939800,0.21,0.87,1,1,1.16,154.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1717941600,3.04,2.14,1,1,1.16,175.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1717943400,7.18,3.99,1,1,1.16,212.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1717945200,26.25,12.22,1,1,1.16,235.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1717947000,30.24,14.01,1,1,1.16,262.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1717948800,31.92,14.76,1,0,1.16,269.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1717950600,33.01,15.25,1,1,1.16,270.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1717952400,32.82,15.16,1,1,1.16,281.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1717954200,33.56,15.49,1,1,1.16,288.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1717956000,19.24,9.39,1,1,1.16,288.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1717957800,19.53,9.52,1,1,1.16,295.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1717959600,22.25,10.74,1,1,1.16,288.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1717961400,20.5,9.95,1,1,1.16,273.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1717963200,21.25,10.29,1,1,1.16,237.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1717965000,19.95,9.71,1,1,1.16,223.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1717966800,18.06,8.86,1,0,1.16,200.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1717968600,13.65,6.89,1,1,1.16,188.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1717970400,18.27,8.96,1,1,1.16,186.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1717972200,16.8,8.3,1,1,1.16,179.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1717974000,14.28,7.17,1,1,1.16,175.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1717975800,11.76,6.04,1,1,1.16,179.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1717977600,11.55,5.95,1,1,1.16,175.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1717979400,10.5,5.48,1,1,1.16,175.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1717981200,12.18,6.23,1,1,1.16,175.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1717983000,9.45,5.01,1,2,1.17,168.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1717984800,10.42,5.44,1,0,1.17,163.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1717986600,10.88,5.65,1,1,1.17,163.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1717988400,13.65,6.89,1,1,1.17,156.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1717990200,13.65,6.89,1,1,1.17,155.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1717992000,13.65,6.89,1,1,1.17,153.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1717993800,11.76,6.04,1,1,1.17,144.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1717995600,16.11,7.99,1,1,1.17,129.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1717997400,21.17,10.26,1,1,1.17,125.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1717999200,20.16,9.8,1,1,1.17,119.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1718001000,23.1,11.12,1,1,1.17,113.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1718002800,22.18,10.71,1,0,1.17,105.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1718004600,19.78,9.63,1,1,1.17,95.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1718006400,18.5,9.06,1,1,1.17,77.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1718008200,16.8,8.3,1,1,1.17,64.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1718010000,15.44,7.69,1,1,1.17,63.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1718011800,15.6,7.76,1,1,1.17,59.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1718013600,13.5,6.82,1,1,1.17,60.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1718015400,12.6,6.42,1,1,1.17,55.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1718017200,11.4,5.88,1,1,1.17,59.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1718019000,10.88,5.65,1,1,1.16,56.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1718020800,11.13,5.76,1,0,1.16,58.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1718022600,11.13,5.76,1,1,1.16,59.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1718024400,10.08,5.29,1,1,1.16,58.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1718026200,10.5,5.48,1,1,1.16,67.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1718028000,10.12,5.31,1,1,1.16,65.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1718029800,11.97,6.14,1,1,0.96,64.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1718031600,24.15,11.28,1,1,0.96,79.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1718033400,27.3,12.69,1,1,0.96,88.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1718035200,29.4,13.63,1,1,0.96,96.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1718037000,30.07,13.93,1,1,0.96,107.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1718038800,33.6,15.51,1,0,0.96,120.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1718040600,34.23,15.79,1,1,0.96,129.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1718042400,20.16,9.8,1,1,0.96,124.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1718044200,19.91,9.69,1,1,0.96,131.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1718046000,18.9,9.24,1,1,0.96,142.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1718047800,18.48,9.05,1,1,0.96,137.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1718049600,18.06,8.86,1,1,0.96,144.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1718051400,16.8,8.3,1,1,0.96,151.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1718053200,15.6,7.76,1,1,0.96,147.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1718055000,12.47,6.36,1,1,0.96,145.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1718056800,13.99,7.04,1,0,0.96,145.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1718058600,11.55,5.95,1,1,0.96,141.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1718060400,12.54,6.39,1,1,0.96,138.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1718062200,11.76,6.04,1,1,0.96,137.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1718064000,11.49,5.92,1,1,0.96,140.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1718065800,11.34,5.86,1,1,0.96,140.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1718067600,10.19,5.34,1,1,0.96,147.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1718069400,10.08,5.29,1,1,0.96,150.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1718071200,10.88,5.65,1,1,0.96,152.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1718073000,9.77,5.15,1,1,0.96,151.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1718074800,10.92,5.67,1,0,0.96,152.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1718076600,10.08,5.29,1,1,0.96,153.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1718078400,12.18,6.23,1,1,0.96,153.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1718080200,13.59,6.86,1,1,0.96,138.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1718082000,13.65,6.89,1,1,0.96,134.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1718083800,16.3,8.07,1,1,0.96,130.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1718085600,14.7,7.36,1,1,0.96,121.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1718087400,17.35,8.54,1,1,0.96,107.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1718089200,16.46,8.15,1,1,0.96,93.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1718091000,15.97,7.93,1,1,0.96,79.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1718092800,15.86,7.88,1,0,0.96,77.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1718094600,15.33,7.64,1,1,0.96,76.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1718096400,15.5,7.72,1,1,0.96,72.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1718098200,15.33,7.64,1,1,0.96,75.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1718100000,16.17,8.02,1,1,0.96,78.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1718101800,16.38,8.11,1,1,0.96,75.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1718103600,17.89,8.79,1,1,0.92,69.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1718105400,18.06,8.86,1,1,0.92,75.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1718107200,17.89,8.79,1,1,0.92,68.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1718109000,17.22,8.49,1,1,0.92,69.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1718110800,16.38,8.11,1,0,0.92,73.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1718112600,14.9,7.45,1,1,0.92,81.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1718114400,14.49,7.27,1,1,0.92,89.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1718116200,15.29,7.62,1,1,0.92,107.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1718118000,30.53,14.14,1,1,0.91,125.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1718119800,31.65,14.64,1,1,0.91,158.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1718121600,31.5,14.57,1,1,0.91,180.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1718123400,32.7,15.11,1,1,0.91,168.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1718125200,33.39,15.42,1,1,0.91,175.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1718127000,33.6,15.51,1,1,0.91,180.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1718128800,21.71,10.5,1,0,0.91,186.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1718130600,21.27,10.3,1,1,0.91,190.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1718132400,21.99,10.62,1,1,0.91,208.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1718134200,21.71,10.5,1,1,0.91,211.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1718136000,22.05,10.65,1,1,0.91,208.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1718137800,19.57,9.54,1,1,0.91,219.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1718139600,19.43,9.48,1,1,0.91,213.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1718141400,15.75,7.83,1,1,0.91,198.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1718143200,16.8,8.3,1,1,0.91,264.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1718145000,17.11,8.44,1,1,0.91,295.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1718146800,15.6,7.76,1,0,0.91,295.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1718148600,14.93,7.46,1,1,0.91,304.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1718150400,14.97,7.48,1,1,0.91,300.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1718152200,14.95,7.47,1,1,0.91,301.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1718154000,14.91,7.45,1,1,0.91,281.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1718155800,14.85,7.43,1,1,0.91,288.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1718157600,14.62,7.32,1,1,0.91,292.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1718159400,14.51,7.28,1,1,0.91,300.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1718161200,15.75,7.83,1,1,0.91,315.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1718163000,15.37,7.66,1,1,0.9,317.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1718164800,20.12,9.79,1,0,0.9,323.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1718166600,20.54,9.97,1,1,0.9,316.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1718168400,19.74,9.62,1,1,0.9,318.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1718170200,18.48,9.05,1,1,0.9,319.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1718172000,17.2,8.48,1,1,0.9,325.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1718173800,19.74,9.62,1,1,0.9,327.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1718175600,17.85,8.77,1,1,0.9,331.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1718177400,17.95,8.82,1,1,0.9,336.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1718179200,18.4,9.01,1,1,0.9,340.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1718181000,18.12,8.89,1,1,0.9,336.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1718182800,18.12,8.89,1,0,0.9,343.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1718184600,18.04,8.85,1,1,0.9,339.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1718186400,19.49,9.5,1,1,0.9,331.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1718188200,18.98,9.28,1,1,0.9,326.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1718190000,19.82,9.65,1,1,0.9,322.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1718191800,19.32,9.43,1,1,0.9,316.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
1718193600,19.8,9.64,1,1,0.9,294.0,4812.0,10242.0,428.64,4812.0,10242.0,2593.0
