Period from,Period to,Agile Import price (p/kWh),Agile Export price (p/kWh),Price_moving_avg,Asset_load,New_asset_load,New_asset_load_rolling
2024-07-01 03:00:00,2024-07-01 03:30:00,14.64,7.33,17.741100000000003,1,1,1.0
2024-07-01 03:30:00,2024-07-01 04:00:00,14.18,7.12,17.686999999999998,1,1,1.0
2024-07-01 04:00:00,2024-07-01 04:30:00,14.11,7.1,17.6521,1,1,1.0
2024-07-01 04:30:00,2024-07-01 05:00:00,13.65,6.89,17.6248,1,1,1.0
2024-07-01 05:00:00,2024-07-01 05:30:00,15.75,7.83,17.608,1,1,1.0
2024-07-01 05:30:00,2024-07-01 06:00:00,16.91,8.35,17.6091,1,1,1.0
2024-07-01 06:00:00,2024-07-01 06:30:00,16.8,8.3,17.6045,1,1,1.0
2024-07-01 06:30:00,2024-07-01 07:00:00,18.69,9.14,17.638099999999998,1,1,1.0
2024-07-01 07:00:00,2024-07-01 07:30:00,18.9,9.24,17.6557,1,1,1.0
2024-07-01 07:30:00,2024-07-01 08:00:00,20.39,9.91,17.685299999999998,1,1,1.0
2024-07-01 08:00:00,2024-07-01 08:30:00,19.07,9.32,17.734399999999997,1,1,1.0
2024-07-01 08:30:00,2024-07-01 09:00:00,19.03,9.3,17.7483,1,1,1.0
2024-07-01 09:00:00,2024-07-01 09:30:00,18.98,9.28,17.793599999999998,1,1,1.0
2024-07-01 09:30:00,2024-07-01 10:00:00,18.77,9.18,17.8238,1,1,1.0
2024-07-01 10:00:00,2024-07-01 10:30:00,18.27,8.96,17.8322,1,1,1.0
2024-07-01 10:30:00,2024-07-01 11:00:00,16.97,8.38,17.8192,1,1,1.0
2024-07-01 11:00:00,2024-07-01 11:30:00,18.31,8.98,17.8143,1,1,1.0
2024-07-01 11:30:00,2024-07-01 12:00:00,18.0,8.84,17.8053,1,1,1.0
2024-07-01 12:00:00,2024-07-01 12:30:00,18.09,8.88,17.801399999999997,1,1,1.0
2024-07-01 12:30:00,2024-07-01 13:00:00,17.22,8.49,17.8045,1,1,1.0
2024-07-01 13:00:00,2024-07-01 13:30:00,15.54,7.74,17.7961,1,1,1.0
2024-07-01 13:30:00,2024-07-01 14:00:00,15.33,7.64,17.7898,1,1,1.0
2024-07-01 14:00:00,2024-07-01 14:30:00,15.04,7.51,17.7932,1,1,1.0
2024-07-01 14:30:00,2024-07-01 15:00:00,14.7,7.36,17.799699999999998,1,1,1.0
2024-07-01 15:00:00,2024-07-01 15:30:00,13.5,6.82,17.8003,1,1,1.0
2024-07-01 15:30:00,2024-07-01 16:00:00,14.07,7.08,17.8255,1,1,1.0
2024-07-01 16:00:00,2024-07-01 16:30:00,28.92,13.41,18.0013,1,1,1.0
2024-07-01 16:30:00,2024-07-01 17:00:00,30.28,14.02,18.1907,1,1,1.0
2024-07-01 17:00:00,2024-07-01 17:30:00,30.06,13.93,18.3613,1,1,1.0
2024-07-01 17:30:00,2024-07-01 18:00:00,31.02,14.35,18.5466,1,1,1.0
2024-07-01 18:00:00,2024-07-01 18:30:00,33.23,15.35,18.5828,1,1,1.0
2024-07-01 18:30:00,2024-07-01 19:00:00,33.15,15.31,18.6203,1,1,1.0
2024-07-01 19:00:00,2024-07-01 19:30:00,19.53,9.52,18.5048,1,1,1.0
2024-07-01 19:30:00,2024-07-01 20:00:00,18.92,9.25,18.3756,1,1,1.0
2024-07-01 20:00:00,2024-07-01 20:30:00,19.53,9.52,18.218899999999998,1,1,1.0
2024-07-01 20:30:00,2024-07-01 21:00:00,18.14,8.9,18.045,1,1,1.0
2024-07-01 21:00:00,2024-07-01 21:30:00,18.15,8.9,18.0102,1,1,1.0
2024-07-01 21:30:00,2024-07-01 22:00:00,17.26,8.51,17.9706,1,1,1.0
2024-07-01 22:00:00,2024-07-01 22:30:00,17.85,8.77,17.951700000000002,1,1,1.0
2024-07-01 22:30:00,2024-07-01 23:00:00,15.39,7.67,17.9048,1,1,1.0
